Line_ID,Start_Object_ID,End_Object_ID,Full_Line_ID
57901b,64726,64727,57901
57901c,64727,64728,57901
57905,64769,64756,57905
57918,64726,64727,57918
57919,64725,64728,57919
52170,64639,64614,52170
52169,64614,64639,52169
60794,64473,64474,60794
54151,64474,64473,54151
57609,64464,64258,57609
57617a,64464,64465,57617
57617b,64465,64485,57617
54150a,64464,64465,54150
54150b,64465,64473,54150
54150c,64473,64474,54150
60121,64464,64465,60121
60790a,64557,64592,60790
60790b,64592,64614,60790
57938,64592,64614,57938
57939,64557,64592,57939
60791,64614,64581,60791
57524,64664,64665,57524
57536a,64626,64664,57536
57536b,64664,64665,57536
57539,64683,64787,57539
54115,64365,64431,54115
54116,64431,64432,54116
54109,64413,64423,54109
54110,64392,64413,54110
54129,64392,64362,54129
54113a,64392,64406,54113
54113b,64406,64408,54113
54104a,64452,64455,54104
54104b,64455,64468,54104
54103,64452,64455,54103
54111,64406,64408,54111
54101,64462,64463,54101
54102a,64462,64463,54102
54102b,64463,64468,54102
54106a,64453,64454,54106
54106b,64454,64462,54106
54106c,64462,64463,54106
54107,64453,64454,54107
54108a,64423,64453,54108
54108b,64453,64454,54108
58191,63959,64041,58191
58192,63954,63959,58192
58193,64041,64047,58193
58194a,64041,64047,58194
58194b,64047,64058,58194
57666a,64020,64047,57666
57666b,64047,64058,57666
57605,64787,64786,57605
57606,64786,64790,57606
57607,64786,64756,57607
57611a,64242,64243,57611
57611b,64243,64245,57611
57611c,64245,64256,57611
57620,64260,64249,57620
58501a,64242,64243,58501
58501b,64243,64245,58501
58502a,64242,64243,58502
58502b,64243,64245,58502
57614a,64245,64242,57614
57614b,64242,64243,57614
57612a,64242,64243,57612
57612b,64243,64245,57612
57618,64260,64256,57618
57619,64260,64279,57619
52925,64236,64237,52925
52926a,64257,64236,52926
52926b,64236,64237,52926
57610,64258,64256,57610
57621,64256,64279,57621
60461,64297,64419,60461
60900,64485,64477,60900
60899,64485,64508,60899
67834,57272,57281,67834
19162a,20381,20382,19162
19162b,20382,20383,19162
19417,26974,61979,19417
19559a,26628,26649,19559
19559b,26649,26653,19559
19559c,26653,26654,19559
19684,28893,28894,19684
20140a,49950,49994,20140
20140b,49994,49999,20140
20204a,26628,26649,20204
20204b,26649,26653,20204
20204c,26653,26654,20204
20268,33187,33188,20268
20408a,51658,51659,20408
20408b,51659,51660,20408
20432,24806,24807,20432
20652,25384,41467,20652
21232,34960,34961,21232
21557,50813,50814,21557
21567,24804,34802,21567
21819,36461,42498,21819
21825,31721,31847,21825
22423,32925,32927,22423
22690,30927,30928,22690
23082a,26954,26955,23082
23082b,26955,26956,23082
23082c,26956,26957,23082
23082d,26957,26960,23082
23424,38455,38529,23424
23600,31722,31847,23600
23683,24804,34802,23683
23972,52287,52288,23972
24282,9263,40227,24282
24339,49950,49999,24339
24529,10649,10665,24529
24628a,26954,26955,24628
24628b,26955,26960,24628
24628c,26960,27702,24628
24871,18540,18541,24871
25108,24804,34802,25108
25258a,16435,16436,25258
25258b,16436,62100,25258
25661,31721,31722,25661
25758a,34064,34065,25758
25758b,34065,34066,25758
25758c,34066,34067,25758
25838a,34064,34065,25838
25838b,34065,34066,25838
25838c,34066,34067,25838
25983,45731,45732,25983
26019,27700,27701,26019
26336,32925,32926,26336
26723a,16435,16436,26723
26723b,16436,62100,26723
26851,37612,37613,26851
26964,31723,31847,26964
27031,62140,62144,27031
27091a,16435,16436,27091
27091b,16436,62100,27091
27165,51658,51659,27165
27449,16432,27536,27449
28027,44603,44604,28027
28343,31721,31723,28343
28591,39140,39141,28591
29468,26981,27694,29468
30002a,26954,26959,30002
30002b,26959,26960,30002
30289,10808,10809,30289
30335a,26974,26975,30335
30335b,26975,61979,30335
31081,19548,19592,31081
31111,14116,14378,31111
31283a,62145,62146,31283
31283b,62146,62147,31283
31523,10074,10075,31523
31714,26619,26620,31714
32293,52903,52904,32293
32665,29269,30249,32665
32801a,14448,52032,32801
32801b,52032,52033,32801
32881,34522,52489,32881
32999,37834,39890,32999
33415,9617,18260,33415
33515,22429,22430,33515
33625a,26954,26959,33625
33625b,26959,26960,33625
33633a,16435,16436,33633
33633b,16436,62100,33633
34103,34060,34061,34103
34990,29097,29758,34990
36235,33226,38957,36235
36414,38960,38958,36414
36591,10626,10634,36591
37194,34700,36806,37194
37279a,20381,20382,37279
37279b,20382,20383,37279
37482,38455,38529,37482
38540,26956,26957,38540
40927a,10956,10957,40927
40927b,10957,10958,40927
41088,42119,42120,41088
41352,34700,36806,41352
41385a,26975,26976,41385
41385b,26976,61980,41385
41401a,20381,20382,41401
41401b,20382,20383,41401
42000,14142,34551,42000
42135,52288,52289,42135
42307,26954,26960,42307
42336,26984,26985,42336
42399,36461,42498,42399
43192,37177,37178,43192
43515a,16431,16432,43515
43515b,16432,27536,43515
43841,10808,10809,43841
44276a,35351,42541,44276
44276b,42541,42542,44276
44915a,26628,26649,44915
44915b,26649,26653,44915
44915c,26653,26654,44915
45084,9771,9772,45084
45095a,20381,20382,45095
45095b,20382,20383,45095
45095c,20383,20384,45095
45534,27700,27701,45534
45558,33187,33188,45558
45752,37834,39890,45752
45810,25437,41719,45810
46036,12246,34092,46036
46387,42793,42794,46387
46926a,30675,44438,46926
46926b,44438,62218,46926
46988,52587,52588,46988
47030,34057,34058,47030
47129,51662,51663,47129
47209,27700,27702,47209
47512,26778,26779,47512
47775,11036,11037,47775
47932,39138,39153,47932
48085,51662,51663,48085
48513,19208,38006,48513
50186a,11035,11036,50186
50186b,11036,11037,50186
50238,28893,28894,50238
50259,31647,31648,50259
52084,61159,61245,52084
52201,61139,61140,52201
52248,59369,59416,52248
52443,63829,63830,52443
52814,58165,58170,52814
52815,58151,58170,52815
53077,57875,57876,53077
53081a,57966,61476,53081
53081b,61476,61477,53081
53226a,61476,61477,53226
53226b,61477,61480,53226
53226c,61480,61481,53226
53227a,61476,61477,53227
53227b,61477,61480,53227
53228,61480,61481,53228
53230a,61476,61477,53230
53230b,61477,61480,53230
53231a,61476,61477,53231
53231b,61477,61480,53231
53232,61481,61487,53232
53235,61583,61707,53235
53236,61524,61583,53236
53237,61512,61524,53237
53238,61481,61512,53238
53354,61270,61271,53354
53377,61177,61179,53377
53379a,61177,61179,53379
53379b,61179,61181,53379
53689,54369,54377,53689
53946,61381,61382,53946
53947,61381,61382,53947
54581,54713,54719,54581
54582,54713,54751,54582
54583a,54715,54716,54583
54583b,54716,54750,54583
54584,54751,54806,54584
54586,54750,54751,54586
54587,54744,54750,54587
54610a,60822,60823,54610
54610b,60823,60824,54610
54612,54761,60822,54612
54613,54725,54761,54613
54617,54738,54742,54617
54618a,54742,54785,54618
54618b,54785,54786,54618
54618c,54786,54788,54618
54619a,54785,54786,54619
54619b,54786,54788,54619
54627,60804,60899,54627
54648,61410,61435,54648
54660,60823,60824,54660
55171a,59402,59403,55171
55171b,59403,59431,55171
55171c,59431,59432,55171
55568a,61620,61626,55568
55568b,61626,61637,55568
55568c,61637,61638,55568
55568d,61638,61639,55568
55569a,61626,61637,55569
55569b,61637,61638,55569
55569c,61638,61639,55569
55570,61620,61631,55570
55571,61621,61626,55571
55580,61488,61489,55580
55583,61489,61506,55583
55700,64073,64085,55700
55701a,64082,64084,55701
55701b,64084,64085,55701
55702,64082,64084,55702
59427,59629,59630,59427
59451,59399,59416,59451
56431,60993,60994,56431
56518,61250,61251,56518
56570,61128,61129,56570
56573a,54806,54808,56573
56573b,54808,54809,56573
56573c,54809,54810,56573
56574a,54808,54809,56574
56574b,54809,54810,56574
56575,54808,54810,56575
56578a,54712,54715,56578
56578b,54715,54716,56578
56579,54715,54716,56579
56583a,61478,61483,56583
56583b,61483,61488,56583
56583c,61488,61508,56583
56584,61488,61508,56584
56585,61483,61488,56585
56586,61468,61483,56586
56598a,61637,61638,56598
56598b,61638,61639,56598
56601a,61637,61638,56601
56601b,61638,61639,56601
56602a,61637,61638,56602
56602b,61638,61639,56602
56602c,61639,61641,56602
56610a,61617,61637,56610
56610b,61637,61638,56610
56610c,61638,61639,56610
56617,54657,54659,56617
56618,54659,54681,56618
56622,54679,54717,56622
56623,54679,54683,56623
56624a,54679,54682,56624
56624b,54682,54684,56624
56625,54683,54686,56625
56628,54657,54658,56628
56629,54658,54660,56629
56665,54719,54737,56665
56733a,54681,54682,56733
56733b,54682,54684,56733
56734,54682,54684,56734
57300,59229,59230,57300
57301a,59229,59230,57301
57301b,59230,59249,57301
57302,59249,59316,57302
57324a,59574,59578,57324
57324b,59578,59612,57324
57325a,59570,59571,57325
57325b,59571,59574,57325
57325c,59574,59578,57325
57326,59574,59578,57326
57330,59431,59432,57330
57639,61261,61266,57639
57640a,61138,61139,57640
57640b,61139,61261,57640
57641a,61138,61139,57641
57641b,61139,61140,57641
57748,54473,54478,57748
57782,54797,54829,57782
57783,54320,54380,57783
57784,54313,54380,57784
57785,54380,54427,57785
57787,54262,54313,57787
57790,54431,54437,57790
57818,54448,54449,57818
57819a,54448,54449,57819
57819b,54449,54464,57819
57820,54464,54471,57820
58142,54807,54812,58142
58222,61321,61330,58222
58304,59136,59152,58304
58311,59143,59152,58311
58312,59139,59143,58312
58354,63713,63717,58354
58446,60993,60994,58446
58587,63829,63830,58587
58656,64082,64084,58656
58657,64082,64084,58657
58690,59570,59571,58690
58691,59570,59571,58691
58951,61270,61271,58951
58952,61270,61271,58952
58955,61270,61271,58955
58956,61270,61271,58956
58957,61270,61271,58957
58961,61177,61179,58961
58962,61177,61179,58962
59289,59080,59081,59289
59290a,58883,58884,59290
59290b,58884,59015,59290
59291,58883,58884,59291
59467,61126,61128,59467
59518a,59735,59736,59518
59518b,59736,59817,59518
59519,59735,59736,59519
59530,59814,59817,59530
59533,59402,59403,59533
59534a,59402,59403,59534
59534b,59403,59426,59534
59540,54512,54516,59540
59764,64135,64136,59764
8043,31679,31848,8043
8088,14448,52033,8088
8406,42908,42962,8406
8903a,10956,10957,8903
8903b,10957,10958,8903
8959a,19208,38007,8959
8959b,38007,52282,8959
9065,31846,42236,9065
9086,37834,39890,9086
10028,39179,39209,10028
10034a,26955,26956,10034
10034b,26956,26957,10034
10377a,26955,26956,10377
10377b,26956,26957,10377
10788,15209,17095,10788
11064,34960,34961,11064
11074,27700,27702,11074
11364a,23766,50813,11364
11364b,50813,50814,11364
11489,32925,32926,11489
11562a,27297,27299,11562
11562b,27299,27300,11562
11840,31721,31847,11840
12046,10649,10665,12046
12207a,26954,26960,12207
12207b,26960,27702,12207
12229a,26954,26955,12229
12229b,26955,26956,12229
12229c,26956,26957,12229
12229d,26957,26960,12229
12248,26984,26985,12248
12261,50688,50689,12261
12505,16558,16560,12505
12795a,20381,20382,12795
12795b,20382,20383,12795
13248a,19534,19535,13248
13248b,19535,19536,13248
13544,10664,10665,13544
998,30693,44358,998
1218,22458,22472,1218
1532,24158,52012,1532
1844,26954,26960,1844
2135,62453,62454,2135
2462,38792,38832,2462
2887a,17526,26984,2887
2887b,26984,26985,2887
3011,32268,45474,3011
3027,10074,10075,3027
3862,34522,52489,3862
4141,14635,14636,4141
4819a,14116,14369,4819
4819b,14369,14371,4819
4972,19534,19535,4972
5446,38792,38832,5446
5788,38831,38832,5788
5803,19534,19535,5803
6076,24806,24807,6076
6176,12255,38195,6176
6969a,33226,38958,6969
6969b,38958,38960,6969
7016a,27297,27299,7016
7016b,27299,27300,7016
7524,44888,53826,7524
7616,9122,25236,7616
17505,10074,10075,17505
13691,45731,45732,13691
13856a,16558,16559,13856
13856b,16559,16560,13856
14138a,27297,27299,14138
14138b,27299,27300,14138
14153,26619,26620,14153
14345a,19208,38006,14345
14345b,38006,38007,14345
14794,28909,28910,14794
15033a,26976,61980,15033
15033b,61980,61981,15033
15515,44603,44604,15515
15851,31647,38957,15851
15941,26976,61980,15941
16148,36027,53598,16148
16610,14116,14369,16610
18445,23696,61988,18445
17826,27326,28752,17826
17848a,31849,38958,17848
17848b,38958,38960,17848
17984,51753,51754,17984
13887a,27297,27299,13887
13887b,27299,27300,13887
18073,34058,34059,18073
74554,1,61978,74554
74555,2,14369,74555
74556,3,19798,74556
74557,4,50667,74557
74558,5,50813,74558
74559,6,47072,74559
74560,7,44599,74560
74561,8,44309,74561
74562,9,61990,74562
74563,10,62221,74563
74564,11,62191,74564
74565,12,24674,74565
74566,13,19570,74566
74567,14,62222,74567
74568,15,50827,74568
74569,16,19328,74569
74570,17,39626,74570
74571,18,19792,74571
74572,19,44439,74572
74573,20,15022,74573
74574,21,47835,74574
74575,22,27003,74575
74576,23,50819,74576
74577,24,41268,74577
74578,25,62215,74578
74579,26,36697,74579
74580a,27,40925,74580
74580b,27,40926,74580
74581,28,14003,74581
74582,29,62454,74582
74583,30,24548,74583
74584,31,41547,74584
74585,32,12232,74585
74586,33,12183,74586
74587,42,46377,74587
74588,49,56031,74588
74589,57,64913,74589
74590,58,49826,74590
74591,59,55908,74591
74592,60,38832,74592
74593,62,48361,74593
74594,64,47276,74594
74595a,65,49346,74595
74595b,65,49470,74595
74596,66,46475,74596
74597,67,47902,74597
74598a,68,47968,74598
74598b,68,48173,74598
74599,69,48837,74599
74600a,70,55754,74600
74600b,70,55758,74600
74601,71,28588,74601
74602,72,31645,74602
74603a,73,49580,74603
74603b,73,49678,74603
74604,74,47992,74604
74605,75,47846,74605
74606,76,49659,74606
74607,77,45995,74607
74608,78,49801,74608
74609,79,49457,74609
74610,80,49292,74610
74611,81,48109,74611
74612,82,48985,74612
74613a,83,47502,74613
74613b,83,48033,74613
74613c,83,49766,74613
74614,84,54079,74614
74615,85,49233,74615
74616,86,49772,74616
74617,87,46238,74617
74618a,88,40255,74618
74618b,88,40256,74618
74619,89,41842,74619
74620,90,41843,74620
74621,91,40157,74621
74622,92,41799,74622
74623,94,42945,74623
74624,95,41833,74624
74625,96,41034,74625
74626,97,35786,74626
74627,98,41839,74627
74628,99,35773,74628
74629,100,41383,74629
74630,101,42943,74630
74631,102,41098,74631
74632,103,38647,74632
74633,104,41049,74633
74634,105,37474,74634
74635,106,44209,74635
74636,107,37790,74636
74637,108,62758,74637
74638,109,47372,74638
74639,110,49515,74639
74640,111,49515,74640
74641,112,49752,74641
74642,113,46724,74642
74643,115,47950,74643
74644,116,47950,74644
74645,117,46032,74645
74646,118,47767,74646
74647,121,46172,74647
74648,122,47771,74648
74649,123,49017,74649
74650,124,49017,74650
74651,125,49017,74651
74652,126,62758,74652
74653,127,49282,74653
74654a,128,47364,74654
74654b,128,49242,74654
74655,129,48393,74655
74656,130,49156,74656
74657,132,49415,74657
74658,133,49415,74658
74659,134,48281,74659
74660,136,47291,74660
74661,137,46877,74661
74662,139,47039,74662
74663,140,49606,74663
74664,141,49324,74664
74665,142,55992,74665
74666,143,46891,74666
74667,144,46013,74667
74668,145,48405,74668
74669,146,47589,74669
74670,147,48460,74670
74671,148,49707,74671
74672,149,46151,74672
74673,150,47612,74673
74674,151,47482,74674
74675,152,47986,74675
74676,153,49427,74676
74677,154,46724,74677
74678,155,49688,74678
74679,156,46164,74679
74680,157,46081,74680
74681,159,47058,74681
74682,160,47058,74682
74683,161,47058,74683
74684,162,49700,74684
74685,163,49708,74685
74686a,164,47142,74686
74686b,164,49547,74686
74686c,164,56039,74686
74687,165,46836,74687
74688,166,45904,74688
74689,168,46836,74689
74690,169,47446,74690
74691,170,46274,74691
74692,171,48403,74692
74693,172,46493,74693
74694,173,49212,74694
74695,174,45974,74695
74696,175,54897,74696
74697,176,59203,74697
74698,177,49122,74698
74699,179,47823,74699
74700,180,55860,74700
74701,181,46778,74701
74702,182,46678,74702
74703,183,45959,74703
74704,184,47886,74704
74705,185,48063,74705
74706,186,47688,74706
74707,187,45959,74707
74708,188,46442,74708
74709,189,49351,74709
74710,190,48659,74710
74711a,191,46461,74711
74711b,191,49372,74711
74711c,191,49403,74711
74712,192,47366,74712
74713,193,48764,74713
74714,194,45951,74714
74715,195,55940,74715
74716,196,48193,74716
74717,197,49712,74717
74718,198,48996,74718
74719,199,47053,74719
74720,200,46818,74720
74721a,201,47185,74721
74721b,201,47926,74721
74722,202,47824,74722
74723,203,46337,74723
74724,204,46140,74724
74725,205,45945,74725
74726,206,48133,74726
74727,207,48906,74727
74728,208,45919,74728
74729a,209,47451,74729
74729b,209,47701,74729
74730,210,48520,74730
74731,211,46019,74731
74732,212,45904,74732
74733a,213,64543,74733
74733b,213,64544,74733
74734,214,47175,74734
74735,215,46051,74735
74736,216,26351,74736
74737,217,46777,74737
74738,218,47357,74738
74739,219,46777,74739
74740,220,10790,74740
74741,221,48992,74741
74742,222,47431,74742
74743,223,47352,74743
74744,224,46087,74744
74745,225,46120,74745
74746,228,49169,74746
74747,229,48320,74747
74748,230,47344,74748
74749,231,49195,74749
74750,232,49241,74750
74751,233,48002,74751
74752,234,46620,74752
74753,235,55861,74753
74754,236,47285,74754
74755,237,48320,74755
74756,238,49195,74756
74757,239,49178,74757
74758,241,47285,74758
74759,242,47350,74759
74760,243,60751,74760
74761,244,49324,74761
74762,245,62758,74762
74763,246,62758,74763
74764,247,47766,74764
74765,248,47099,74765
74766,249,45875,74766
74767,250,49186,74767
74768,251,55942,74768
74769,254,46761,74769
74770,256,46035,74770
74771,257,46842,74771
74772,258,48325,74772
74773,259,48325,74773
74774,261,46216,74774
74775,262,46216,74775
74776,263,49664,74776
74777,264,48135,74777
74778,265,47767,74778
74779,266,48342,74779
74780,267,55942,74780
74781,268,46522,74781
74782,269,47048,74782
74783,270,47048,74783
74784,271,48603,74784
74785,272,48196,74785
74786,273,49651,74786
74787,274,48973,74787
74788,275,46774,74788
74789a,276,46937,74789
74789b,276,48168,74789
74790,277,49168,74790
74791,278,46402,74791
74792,279,49385,74792
74793,280,48810,74793
74794,281,47734,74794
74795,282,46013,74795
74796,283,47205,74796
74797,284,59161,74797
74798,285,58983,74798
74799a,286,59697,74799
74799b,286,59698,74799
74800,287,59527,74800
74801,288,59624,74801
74802,289,59148,74802
74803,290,59362,74803
74804,291,59558,74804
74805,292,59350,74805
74806,294,59487,74806
74807,295,59710,74807
74808,296,47982,74808
74809,297,47687,74809
74810,298,48464,74810
74811,299,48101,74811
74812,300,46524,74812
74813,301,49316,74813
74814,302,46048,74814
74815,303,47048,74815
74816,304,59076,74816
74817a,305,59266,74817
74817b,305,59267,74817
74818,306,59292,74818
74819,307,59283,74819
74820,308,59283,74820
74821,310,54483,74821
74822,311,61420,74822
74823,312,59102,74823
74824,313,59115,74824
74825,314,59111,74825
74826,315,49132,74826
74827,316,58887,74827
74828,317,59196,74828
74829,318,53989,74829
74830,319,59197,74830
74831,320,54036,74831
74832,321,59647,74832
74833,322,53961,74833
74834,323,53978,74834
74835,324,53977,74835
74836a,325,59373,74836
74836b,325,59375,74836
74837,326,59363,74837
74838a,327,54072,74838
74838b,327,54073,74838
74839,328,59155,74839
74840,329,46117,74840
74841,330,14020,74841
74842,331,48044,74842
74843,332,45975,74843
74844,334,11612,74844
74845,335,26766,74845
74846,336,11611,74846
74847,337,20634,74847
74848,338,18505,74848
74849,339,11575,74849
74850,340,18373,74850
74851,341,60255,74851
74852,343,11619,74852
74853,344,18500,74853
74854,345,11555,74854
74855,346,11504,74855
74856,347,18412,74856
74857,348,26498,74857
74858,349,26502,74858
74859,350,11537,74859
74860,351,11517,74860
74861,352,41985,74861
74862,353,26499,74862
74863,354,26779,74863
74864,355,18497,74864
74865,356,10898,74865
74866,357,11538,74866
74867,358,11538,74867
74868,359,47349,74868
74869,360,48992,74869
74870,361,47339,74870
74871,362,20460,74871
74872,363,21062,74872
74873a,364,21036,74873
74873b,364,21051,74873
74873c,364,21053,74873
74874,365,21054,74874
74875a,366,9821,74875
74875b,366,9823,74875
74875c,366,25459,74875
74875d,366,25460,74875
74876,367,21035,74876
74877,368,21042,74877
74878,369,28393,74878
74879a,370,60196,74879
74879b,370,60199,74879
74880a,371,42066,74880
74880b,371,42069,74880
74881a,372,23556,74881
74881b,372,32288,74881
74882a,373,50875,74882
74882b,373,50876,74882
74882c,373,50877,74882
74883a,374,14569,74883
74883b,374,42171,74883
74884a,375,34532,74884
74884b,375,42095,74884
74885,376,52721,74885
74886,377,38067,74886
74887,378,65664,74887
74888,379,31550,74888
74889,380,11711,74889
74890,381,47950,74890
74891,382,51525,74891
74892,383,51558,74892
74893,384,34765,74893
74894,385,46757,74894
74895,386,18948,74895
74896a,387,37968,74896
74896b,387,37969,74896
74897,388,24841,74897
74898,389,50741,74898
74899,390,34775,74899
74900,391,42236,74900
74901,392,34786,74901
74902,393,44892,74902
74903,394,38097,74903
74904,395,53338,74904
74905,396,52778,74905
74906,397,42134,74906
74907,398,61320,74907
74908a,399,31580,74908
74908b,399,31581,74908
74909a,400,31580,74909
74909b,400,31581,74909
74910,402,48121,74910
74911,403,31616,74911
74912,404,37927,74912
74913,405,37941,74913
74914,406,34358,74914
74915,407,54796,74915
74916a,408,34676,74916
74916b,408,52106,74916
74917,409,38153,74917
74918,410,19573,74918
74919,411,51934,74919
74920,412,43988,74920
74921,413,24486,74921
74922a,414,18872,74922
74922b,414,23849,74922
74922c,414,23850,74922
74923,415,51854,74923
74924,416,51401,74924
74925,417,18902,74925
74926,418,50795,74926
74927,419,46804,74927
74928,420,18999,74928
74929,421,62280,74929
74930,422,43930,74930
74931,423,19734,74931
74932,424,19735,74932
74933a,425,19127,74933
74933b,425,37962,74933
74934,426,45157,74934
74935,427,43876,74935
74936,428,45158,74936
74937,429,33172,74937
74938,430,45096,74938
74939,431,41998,74939
74940,432,51590,74940
74941,433,49054,74941
74942,434,47357,74942
74943,435,23935,74943
74944,436,23935,74944
74945,437,51824,74945
74946,438,42310,74946
74947,439,42336,74947
74948,440,42345,74948
74949,441,62241,74949
74950,442,24465,74950
74951,443,36978,74951
74952,452,12175,74952
74953,453,15871,74953
74954,455,61421,74954
74955,456,56377,74955
74956,458,55200,74956
74957,459,15956,74957
74958,460,24983,74958
74959,461,61121,74959
74960,462,61198,74960
74961,463,58312,74961
74962,464,61215,74962
74963,465,58192,74963
74964,466,61058,74964
74965,467,61173,74965
74966,468,61147,74966
74967,469,58420,74967
74968,470,61017,74968
74969,471,61332,74969
74970a,472,61099,74970
74970b,472,61100,74970
74971,473,61012,74971
74972,474,61116,74972
74973,475,61165,74973
74974a,476,57957,74974
74974b,476,57958,74974
74974c,476,57959,74974
74975a,477,60985,74975
74975b,477,60986,74975
74976,478,60868,74976
74977,479,61047,74977
74978,480,60010,74978
74979,481,65674,74979
74980,483,64560,74980
74981,484,61454,74981
74982,485,61442,74982
74983,486,61493,74983
74984,487,47233,74984
74985,488,61388,74985
74986,489,60096,74986
74987,490,10687,74987
74988,491,35518,74988
74989,492,38430,74989
74990,493,10822,74990
74991,494,10791,74991
74992,495,44220,74992
74993,496,10710,74993
74994,497,27729,74994
74995,498,22173,74995
74996a,499,10837,74996
74996b,499,10850,74996
74997a,500,13739,74997
74997b,500,13750,74997
74998,501,52938,74998
74999,502,44185,74999
75000,503,22045,75000
75001,504,22017,75001
75002,505,21993,75002
75003,506,46658,75003
75004,507,13807,75004
75005,508,48933,75005
75006,509,35201,75006
75007,510,64826,75007
75008,517,22055,75008
75009,518,44184,75009
75010,520,35212,75010
75011,521,40054,75011
75012,523,10821,75012
75013,524,34363,75013
75014,525,22012,75014
75015,526,22044,75015
75016a,530,37754,75016
75016b,530,37755,75016
75017,531,37756,75017
75018,532,37699,75018
75019,535,21902,75019
75020,536,38427,75020
75021,537,32129,75021
75022,538,29838,75022
75023,539,61008,75023
75024,540,29831,75024
75025,541,32301,75025
75026,542,32368,75026
75027,543,32306,75027
75028,544,61783,75028
75029,545,30924,75029
75030a,546,30956,75030
75030b,546,30957,75030
75031,547,53393,75031
75032,548,29179,75032
75033,549,32517,75033
75034,550,32154,75034
75035,551,32695,75035
75036a,552,44133,75036
75036b,552,44134,75036
75037a,553,32045,75037
75037b,553,32053,75037
75038,554,27263,75038
75039,555,27348,75039
75040,556,28951,75040
75041a,557,29040,75041
75041b,557,29122,75041
75042,558,59385,75042
75043,559,32480,75043
75044,560,30703,75044
75045a,561,29132,75045
75045b,561,29133,75045
75046,562,32639,75046
75047,563,15726,75047
75048,564,25093,75048
75049,565,15744,75049
75050,566,17310,75050
75051,567,15759,75051
75052,568,16991,75052
75053,569,14873,75053
75054,570,17095,75054
75055,571,16992,75055
75056,572,11921,75056
75057,573,15634,75057
75058,574,8910,75058
75059,575,21941,75059
75060,577,15170,75060
75061a,578,15091,75061
75061b,578,15092,75061
75062,579,15198,75062
75063a,580,15239,75063
75063b,580,17005,75063
75064,582,13823,75064
75065,583,9226,75065
75066,586,11876,75066
75067,587,11877,75067
75068,588,17257,75068
75069,594,15182,75069
75070,598,17009,75070
75071,600,15181,75071
75072,606,17311,75072
75073,607,15744,75073
75074,608,17438,75074
75075,609,17453,75075
75076,610,27750,75076
75077,611,15768,75077
75078a,612,15801,75078
75078b,612,15802,75078
75079,616,17069,75079
75080,618,17450,75080
75081,620,11923,75081
75082,621,15248,75082
75083,622,17462,75083
75084,627,11863,75084
75085,629,15851,75085
75086,632,34223,75086
75087,634,15763,75087
75088,635,15058,75088
75089,636,12279,75089
75090,637,17442,75090
75091,638,37729,75091
75092,639,35064,75092
75093,640,36853,75093
75094a,641,38273,75094
75094b,641,38274,75094
75095,642,40207,75095
75096,643,39972,75096
75097,644,38241,75097
75098,645,40204,75098
75099,646,38680,75099
75100,647,38262,75100
75101,648,40834,75101
75102,649,34953,75102
75103,651,38472,75103
75104,652,35281,75104
75105a,657,9278,75105
75105b,657,37818,75105
75106,658,35280,75106
75107,659,35096,75107
75108,660,40751,75108
75109,661,35080,75109
75110,662,40247,75110
75111,665,38692,75111
75112,666,35077,75112
75113,668,35089,75113
75114,669,40243,75114
75115,670,37849,75115
75116,671,38305,75116
75117,672,38322,75117
75118,673,35481,75118
75119,674,35480,75119
75120,676,34874,75120
75121,677,37814,75121
75122,678,35052,75122
75123,679,40231,75123
75124,682,35410,75124
75125,683,35592,75125
75126,684,35578,75126
75127,686,35576,75127
75128a,687,38706,75128
75128b,687,38707,75128
75129,688,35044,75129
75130,690,37728,75130
75131,691,38238,75131
75132,692,18215,75132
75133,695,35090,75133
75134,697,9195,75134
75135,698,38507,75135
75136,699,38458,75136
75137a,700,38813,75137
75137b,700,38814,75137
75138,701,31424,75138
75139,702,62550,75139
75140a,703,27390,75140
75140b,703,32185,75140
75141,704,52448,75141
75142,705,27466,75142
75143,706,27363,75143
75144,707,30578,75144
75145a,708,45731,75145
75145b,708,45732,75145
75146,709,9438,75146
75147,710,30584,75147
75148,711,12456,75148
75149,712,37598,75149
75150,713,28940,75150
75151,714,31182,75151
75152,715,37669,75152
75153,716,28872,75153
75154,717,37616,75154
75155,718,62410,75155
75156a,719,28893,75156
75156b,719,28894,75156
75157,720,28902,75157
75158,721,28902,75158
75159,722,45799,75159
75160a,723,24451,75160
75160b,723,24456,75160
75160c,723,34150,75160
75160d,723,34151,75160
75161a,724,24451,75161
75161b,724,24456,75161
75161c,724,34150,75161
75161d,724,34151,75161
75162a,725,19534,75162
75162b,725,19535,75162
75163a,726,43578,75163
75163b,726,43579,75163
75163c,726,43580,75163
75164,727,51309,75164
75165,728,14453,75165
75166,730,52067,75166
75167,731,52068,75167
75168,732,44594,75168
75169,733,43777,75169
75170,734,41728,75170
75171,735,14214,75171
75172,736,24406,75172
75173a,737,24396,75173
75173b,737,33958,75173
75174,738,24410,75174
75175,740,16024,75175
75176,743,15932,75176
75177,744,11814,75177
75178,745,11804,75178
75179,746,15981,75179
75180,747,15934,75180
75181,748,15924,75181
75182,749,15932,75182
75183,750,15916,75183
75184,751,11840,75184
75185,753,15990,75185
75186,754,15990,75186
75187,755,15990,75187
75188,757,16007,75188
75189,758,11783,75189
75190a,759,15936,75190
