County,State,pop_2016,pop_2017,pop_2018
Carroll County,Ohio,27620,27341,27081
Champaign County,Ohio,38719,38824,38754
Clark County,Ohio,134701,134649,134585
Clermont County,Ohio,203053,204171,205466
Clinton County,Ohio,41853,41966,42057
Columbiana County,Ohio,103850,103149,102665
Coshocton County,Ohio,36616,36516,36629
Crawford County,Ohio,42090,41741,41550
Cuyahoga County,Ohio,1254482,1248371,1243857
Darke County,Ohio,51614,51577,51323
Defiance County,Ohio,38156,38224,38165
Delaware County,Ohio,196923,200542,204826
Erie County,Ohio,75023,74857,74615
Fairfield County,Ohio,152656,154557,155782
Fayette County,Ohio,28658,28655,28666
Franklin County,Ohio,1274580,1295706,1310300
Fulton County,Ohio,42292,42265,42276
Gallia County,Ohio,30159,30143,29979
Geauga County,Ohio,93902,93946,94031
Greene County,Ohio,165315,166779,167995
Guernsey County,Ohio,39201,39071,39022
Hamilton County,Ohio,811572,814671,816684
Hancock County,Ohio,75742,75869,75930
Hardin County,Ohio,31421,31406,31480
Harrison County,Ohio,15244,15210,15174
Henry County,Ohio,27268,27163,27086
Highland County,Ohio,43005,42933,43058
Hocking County,Ohio,28388,28457,28385
Holmes County,Ohio,43850,43887,43892
Huron County,Ohio,58391,58462,58504
Jackson County,Ohio,32521,32385,32384
Jefferson County,Ohio,66941,66366,65767
Knox County,Ohio,60897,61303,61893
Lake County,Ohio,229623,230370,230514
Lawrence County,Ohio,60681,60111,59866
Licking County,Ohio,171993,173670,175769
Logan County,Ohio,45156,45282,45358
Lorain County,Ohio,306619,307622,309461
Lucas County,Ohio,432783,431033,429899
Madison County,Ohio,43369,44047,44413
Mahoning County,Ohio,230375,230010,229642
Marion County,Ohio,65353,64941,65256
Medina County,Ohio,176901,178240,179146
Meigs County,Ohio,23157,23081,23106
Mercer County,Ohio,40713,40910,40959
Miami County,Ohio,104587,105265,106222
Monroe County,Ohio,14091,13950,13790
Montgomery County,Ohio,531863,531669,532331
Morgan County,Ohio,14742,14683,14604
Morrow County,Ohio,34931,34943,35112
Muskingum County,Ohio,85973,86148,86183
Noble County,Ohio,14447,14411,14354
Ottawa County,Ohio,40486,40632,40769
Paulding County,Ohio,18836,18838,18760
Perry County,Ohio,36001,35994,36033
Pickaway County,Ohio,57556,57762,58086
Pike County,Ohio,28222,28227,28067
Portage County,Ohio,162595,162625,162927
Preble County,Ohio,41137,41114,40997
Putnam County,Ohio,33994,33854,33780
Richland County,Ohio,121280,120543,121099
Ross County,Ohio,76862,77320,76931
Sandusky County,Ohio,59297,59112,58799
Scioto County,Ohio,76315,75898,75502
Seneca County,Ohio,55447,55281,55207
Shelby County,Ohio,48719,48703,48627
Stark County,Ohio,373449,372077,371574
Summit County,Ohio,541095,541742,541918
Trumbull County,Ohio,201709,200314,198627
Tuscarawas County,Ohio,92600,92411,92176
Union County,Ohio,55560,56797,57835
Van Wert County,Ohio,28177,28291,28281
Vinton County,Ohio,13021,13101,13139
Warren County,Ohio,226582,228859,232173
Washington County,Ohio,60577,60462,60155
Wayne County,Ohio,116670,116247,115967
Williams County,Ohio,36936,36746,36804
Wood County,Ohio,129808,130532,130696
Wyandot County,Ohio,22075,22064,21935
Adair County,Oklahoma,22156,21981,22082
Alfalfa County,Oklahoma,5914,5900,5754
Atoka County,Oklahoma,13891,13838,13838
Beaver County,Oklahoma,5426,5361,5319
Beckham County,Oklahoma,22433,21804,21709
Blaine County,Oklahoma,9589,9510,9485
Bryan County,Oklahoma,45607,46460,47192
Caddo County,Oklahoma,29577,29270,28977
Canadian County,Oklahoma,136436,140053,144447
Carter County,Oklahoma,48421,48295,48177
Cherokee County,Oklahoma,48787,48925,48675
Choctaw County,Oklahoma,14873,14815,14668
Cimarron County,Oklahoma,2166,2149,2153
Cleveland County,Oklahoma,278122,279928,281669
Coal County,Oklahoma,5637,5631,5520
Comanche County,Oklahoma,121768,121746,120422
Cotton County,Oklahoma,5919,5843,5776
Craig County,Oklahoma,14468,14355,14306
Creek County,Oklahoma,71132,71774,71604
Custer County,Oklahoma,29157,28942,29036
Delaware County,Oklahoma,41910,42582,42733
Dewey County,Oklahoma,4885,4887,4894
Ellis County,Oklahoma,4087,3975,3952
Garfield County,Oklahoma,62446,61492,60913
Garvin County,Oklahoma,27929,27870,27811
Grady County,Oklahoma,54730,54887,55551
Grant County,Oklahoma,4441,4380,4326
Greer County,Oklahoma,5952,5797,5821
Harmon County,Oklahoma,2696,2697,2664
Harper County,Oklahoma,3838,3858,3797
Haskell County,Oklahoma,12650,12729,12668
Hughes County,Oklahoma,13411,13292,13335
Jackson County,Oklahoma,25466,25213,24949
Jefferson County,Oklahoma,6254,6175,6123
Johnston County,Oklahoma,11111,11097,10949
Kay County,Oklahoma,44957,44522,44161
Kingfisher County,Oklahoma,15573,15663,15816
Kiowa County,Oklahoma,9020,8862,8729
Latimer County,Oklahoma,10530,10350,10231
Le Flore County,Oklahoma,49942,49874,49980
Lincoln County,Oklahoma,34872,35017,34920
Logan County,Oklahoma,46049,46833,47291
Love County,Oklahoma,9974,10052,10134
McClain County,Oklahoma,38611,39334,39985
McCurtain County,Oklahoma,32967,32877,32703
McIntosh County,Oklahoma,19767,19735,19815
Major County,Oklahoma,7733,7674,7644
Marshall County,Oklahoma,16249,16413,16806
Mayes County,Oklahoma,41021,40969,41107
Murray County,Oklahoma,13906,13899,13953
Muskogee County,Oklahoma,69026,68959,68362
Noble County,Oklahoma,11393,11306,11289
Nowata County,Oklahoma,10404,10297,10218
Okfuskee County,Oklahoma,12091,12098,12098
Oklahoma County,Oklahoma,785333,787197,792582
Okmulgee County,Oklahoma,39088,38848,38335
Osage County,Oklahoma,47378,47328,47014
Ottawa County,Oklahoma,31578,31325,31175
Pawnee County,Oklahoma,16488,16451,16390
Payne County,Oklahoma,81799,81867,82040
Pittsburg County,Oklahoma,44341,44145,43877
Pontotoc County,Oklahoma,38525,38354,38247
Pottawatomie County,Oklahoma,72041,72248,72679
Pushmataha County,Oklahoma,11050,11117,11179
Roger Mills County,Oklahoma,3675,3671,3656
Rogers County,Oklahoma,91068,91479,91984
Seminole County,Oklahoma,25137,24880,24578
Sequoyah County,Oklahoma,41453,41334,41179
Stephens County,Oklahoma,44037,43411,43265
Texas County,Oklahoma,21121,20856,20455
Tillman County,Oklahoma,7534,7425,7348
Tulsa County,Oklahoma,646396,646727,648360
Wagoner County,Oklahoma,77706,79003,80110
Washington County,Oklahoma,52036,52016,51843
Washita County,Oklahoma,11498,11152,11127
Woods County,Oklahoma,9147,9064,8897
Woodward County,Oklahoma,20970,20497,20222
Baker County,Oregon,15951,16079,16006
Benton County,Oregon,89743,91567,92101
Clackamas County,Oregon,406794,412821,416075
Clatsop County,Oregon,38686,39119,39764
Columbia County,Oregon,50930,51795,52377
Coos County,Oregon,63347,63781,64389
Crook County,Oregon,22313,23091,23867
Curry County,Oregon,22611,22676,22813
Deschutes County,Oregon,180649,186807,191996
Douglas County,Oregon,108154,109284,110283
Gilliam County,Oregon,1857,1865,1894
Grant County,Oregon,7169,7170,7176
Harney County,Oregon,7247,7286,7329
Hood River County,Oregon,23103,23476,23428
Jackson County,Oregon,214353,216761,219564
Jefferson County,Oregon,23061,23700,24192
Josephine County,Oregon,85489,86653,87393
Klamath County,Oregon,66168,66789,67653
Lake County,Oregon,7843,7890,7879
Lane County,Oregon,369061,375617,379611
Lincoln County,Oregon,47839,48820,49388
Linn County,Oregon,122730,124977,127335
Malheur County,Oregon,30367,30460,30725
Marion County,Oregon,335816,341217,346868
Morrow County,Oregon,11229,11215,11372
Multnomah County,Oregon,803741,808781,811880
Polk County,Oregon,81468,83751,85234
Sherman County,Oregon,1711,1741,1708
Tillamook County,Oregon,26129,26574,26787
Umatilla County,Oregon,76674,77096,77516
Union County,Oregon,26064,26286,26461
Wallowa County,Oregon,6912,7035,7081
Wasco County,Oregon,25776,26321,26505
Washington County,Oregon,584835,591164,597695
Wheeler County,Oregon,1320,1355,1366
Yamhill County,Oregon,104264,105572,107002
Adams County,Pennsylvania,101812,102367,102811
Allegheny County,Pennsylvania,1226660,1220656,1218452
Armstrong County,Pennsylvania,66299,65876,65263
Beaver County,Pennsylvania,166772,165703,164742
Bedford County,Pennsylvania,48589,48438,48176
Berks County,Pennsylvania,415748,417524,420152
Blair County,Pennsylvania,123680,123175,122492
Bradford County,Pennsylvania,61098,60988,60833
Bucks County,Pennsylvania,625925,627028,628195
Butler County,Pennsylvania,186248,187004,187888
Cambria County,Pennsylvania,134416,133054,131730
Cameron County,Pennsylvania,4710,4621,4492
Carbon County,Pennsylvania,63522,63865,64227
Centre County,Pennsylvania,162062,162250,162805
Chester County,Pennsylvania,516813,518934,522046
Clarion County,Pennsylvania,38591,38975,38779
Clearfield County,Pennsylvania,80178,79775,79388
Clinton County,Pennsylvania,38996,38837,38684
Columbia County,Pennsylvania,66166,65649,65456
Crawford County,Pennsylvania,86306,85788,85063
Cumberland County,Pennsylvania,247435,249238,251423
Dauphin County,Pennsylvania,274266,275831,277097
Delaware County,Pennsylvania,563490,563487,564751
Elk County,Pennsylvania,30504,30290,30169
Erie County,Pennsylvania,276289,273892,272061
Fayette County,Pennsylvania,132365,131427,130441
Forest County,Pennsylvania,7324,7311,7279
Franklin County,Pennsylvania,153753,154487,154835
Fulton County,Pennsylvania,14492,14475,14523
Greene County,Pennsylvania,37211,36849,36506
Huntingdon County,Pennsylvania,45343,45374,45168
Indiana County,Pennsylvania,85200,84879,84501
Jefferson County,Pennsylvania,44037,43828,43641
Juniata County,Pennsylvania,24556,24628,24704
Lackawanna County,Pennsylvania,211073,210640,210793
Lancaster County,Pennsylvania,538069,541054,543557
Lawrence County,Pennsylvania,87332,86652,86184
Lebanon County,Pennsylvania,138475,139566,141314
Lehigh County,Pennsylvania,362181,365371,368100
Luzerne County,Pennsylvania,317018,317624,317646
Lycoming County,Pennsylvania,114821,113930,113664
McKean County,Pennsylvania,41683,41329,40968
Mercer County,Pennsylvania,112604,111551,110683
Mifflin County,Pennsylvania,46331,46334,46222
Monroe County,Pennsylvania,166421,168089,169507
Montgomery County,Pennsylvania,820084,824562,828604
Montour County,Pennsylvania,18244,18275,18240
Northampton County,Pennsylvania,301364,302976,304807
Northumberland County,Pennsylvania,92275,91767,91083
Perry County,Pennsylvania,45939,46032,46139
Philadelphia County,Pennsylvania,1576390,1580221,1584138
Pike County,Pennsylvania,55024,55523,55933
Potter County,Pennsylvania,16952,16835,16622
Schuylkill County,Pennsylvania,143521,142666,142067
Snyder County,Pennsylvania,40452,40585,40540
Somerset County,Pennsylvania,74892,74356,73952
Sullivan County,Pennsylvania,6129,6139,6071
Susquehanna County,Pennsylvania,41263,40975,40589
Tioga County,Pennsylvania,41251,40701,40763
Union County,Pennsylvania,45514,44756,44785
Venango County,Pennsylvania,52480,51823,51266
Warren County,Pennsylvania,40017,39677,39498
Washington County,Pennsylvania,207418,207296,207346
Wayne County,Pennsylvania,51332,51215,51276
Westmoreland County,Pennsylvania,354814,352321,350611
Wyoming County,Pennsylvania,27542,27381,27046
York County,Pennsylvania,443777,445722,448273
Bristol County,Rhode Island,48863,48800,48649
Kent County,Rhode Island,163651,163541,163861
Newport County,Rhode Island,83197,83018,82542
Providence County,Rhode Island,635230,634758,636084
Washington County,Rhode Island,126122,126369,126179
Abbeville County,South Carolina,24633,24560,24541
Aiken County,South Carolina,167103,168256,169401
Allendale County,South Carolina,9048,9001,8903
Anderson County,South Carolina,195673,198268,200482
Bamberg County,South Carolina,14484,14397,14275
Barnwell County,South Carolina,21611,21356,21112
Beaufort County,South Carolina,183217,186492,188715
Berkeley County,South Carolina,208498,214470,221091
Calhoun County,South Carolina,14744,14693,14520
Charleston County,South Carolina,396785,401738,405905
Cherokee County,South Carolina,56683,56925,57078
Chester County,South Carolina,32269,32285,32251
Chesterfield County,South Carolina,46127,45920,45754
Clarendon County,South Carolina,34227,34000,33700
Colleton County,South Carolina,37596,37594,37660
Darlington County,South Carolina,67259,67033,66802
Dillon County,South Carolina,30743,30551,30599
Dorchester County,South Carolina,156199,158881,160647
Edgefield County,South Carolina,26609,26772,27052
Fairfield County,South Carolina,22643,22612,22402
Florence County,South Carolina,138600,138513,138159
Georgetown County,South Carolina,61604,61841,62249
Greenville County,South Carolina,498949,506552,514213
Greenwood County,South Carolina,70280,70587,70741
Hampton County,South Carolina,19793,19501,19351
Horry County,South Carolina,321112,332651,344147
Jasper County,South Carolina,28029,28398,28971
Kershaw County,South Carolina,64283,65092,65592
Lancaster County,South Carolina,89957,92624,95380
Laurens County,South Carolina,66656,66915,66994
Lee County,South Carolina,17495,17267,17142
Lexington County,South Carolina,286503,290818,295032
McCormick County,South Carolina,9578,9567,9410
Marion County,South Carolina,31759,31292,31039
Marlboro County,South Carolina,26962,26702,26398
Newberry County,South Carolina,37947,38428,38520
Oconee County,South Carolina,76568,77437,78374
Orangeburg County,South Carolina,88451,87673,86934
Pickens County,South Carolina,123042,123687,124937
Richland County,South Carolina,408913,411471,414576
Saluda County,South Carolina,20251,20424,20544
Spartanburg County,South Carolina,300801,306632,313888
Sumter County,South Carolina,107125,106514,106512
Union County,South Carolina,27658,27498,27410
Williamsburg County,South Carolina,31915,31185,30606
York County,South Carolina,257853,266146,274118
Aurora County,South Dakota,2752,2757,2801
Beadle County,South Dakota,18210,18602,18883
Bennett County,South Dakota,3439,3441,3468
Bon Homme County,South Dakota,6950,6984,6980
Brookings County,South Dakota,34250,34668,35232
Brown County,South Dakota,38911,39313,39316
Brule County,South Dakota,5212,5321,5229
Buffalo County,South Dakota,2030,2015,2036
Butte County,South Dakota,10116,10102,10222
Campbell County,South Dakota,1387,1374,1377
Charles Mix County,South Dakota,9358,9425,9338
Clark County,South Dakota,3640,3686,3739
Clay County,South Dakota,13917,14021,14041
Codington County,South Dakota,28031,28083,28015
Corson County,South Dakota,4116,4207,4165
Custer County,South Dakota,8599,8666,8726
Davison County,South Dakota,19994,19848,19790
Day County,South Dakota,5513,5515,5505
Deuel County,South Dakota,4256,4293,4337
Dewey County,South Dakota,5779,5857,5904
Douglas County,South Dakota,2911,2925,2935
Edmunds County,South Dakota,3938,3922,3875
Fall River County,South Dakota,6775,6695,6758
Faulk County,South Dakota,2317,2330,2330
Grant County,South Dakota,7219,7187,7147
Gregory County,South Dakota,4158,4218,4212
Haakon County,South Dakota,1885,1928,1918
Hamlin County,South Dakota,5919,6026,6111
Hand County,South Dakota,3275,3281,3262
Hanson County,South Dakota,3385,3411,3376
Harding County,South Dakota,1265,1241,1249
Hughes County,South Dakota,17591,17670,17650
Hutchinson County,South Dakota,7324,7376,7380
Hyde County,South Dakota,1333,1303,1282
Jackson County,South Dakota,3287,3301,3307
Jerauld County,South Dakota,2010,2033,2043
Jones County,South Dakota,931,926,928
Kingsbury County,South Dakota,4971,4937,4919
Lake County,South Dakota,12598,12792,13057
Lawrence County,South Dakota,25271,25606,25741
Lincoln County,South Dakota,54558,56668,58807
Lyman County,South Dakota,3901,3883,3821
McCook County,South Dakota,5479,5511,5546
McPherson County,South Dakota,2417,2408,2407
Marshall County,South Dakota,4821,4998,5112
Meade County,South Dakota,27353,27982,28294
Mellette County,South Dakota,2076,2067,2042
Miner County,South Dakota,2231,2214,2213
Minnehaha County,South Dakota,186522,190028,192876
Moody County,South Dakota,6523,6540,6579
Oglala Lakota County,South Dakota,14430,14364,14309
Pennington County,South Dakota,108945,110221,111729
Perkins County,South Dakota,2956,2953,2922
Potter County,South Dakota,2252,2212,2207
Roberts County,South Dakota,10190,10307,10447
Sanborn County,South Dakota,2378,2454,2429
Spink County,South Dakota,6493,6517,6495
Stanley County,South Dakota,3013,2994,3022
Sully County,South Dakota,1414,1409,1392
Todd County,South Dakota,10227,10245,10283
Tripp County,South Dakota,5488,5450,5478
Turner County,South Dakota,8261,8314,8424
Union County,South Dakota,15115,15247,15619
Walworth County,South Dakota,5494,5561,5587
Yankton County,South Dakota,22657,22699,22869
Ziebach County,South Dakota,2873,2754,2742
Anderson County,Tennessee,75583,76187,76482
Bedford County,Tennessee,47402,48138,49038
Benton County,Tennessee,16058,15959,16184
Bledsoe County,Tennessee,14615,14730,14755
Blount County,Tennessee,128259,129900,131349
Bradley County,Tennessee,104233,105317,106727
Campbell County,Tennessee,39652,39626,39583
Cannon County,Tennessee,13897,14168,14462
Carroll County,Tennessee,27899,27833,28020
Carter County,Tennessee,56473,56476,56351
Cheatham County,Tennessee,39735,40285,40439
Chester County,Tennessee,17122,17135,17276
Claiborne County,Tennessee,31597,31635,31756
Clay County,Tennessee,7684,7691,7717
Cocke County,Tennessee,35150,35481,35774
Coffee County,Tennessee,54399,54941,55700
Crockett County,Tennessee,14458,14465,14328
Cumberland County,Tennessee,58506,59005,59673
Davidson County,Tennessee,687430,689006,692587
Decatur County,Tennessee,11707,11725,11706
DeKalb County,Tennessee,19460,19846,20138
Dickson County,Tennessee,51908,52785,53446
Dyer County,Tennessee,37570,37403,37320
Fayette County,Tennessee,39615,40065,40507
Fentress County,Tennessee,17938,18120,18217
Franklin County,Tennessee,41493,41584,41890
Gibson County,Tennessee,49123,49118,49045
Giles County,Tennessee,29156,29385,29503
Grainger County,Tennessee,23089,23124,23145
Greene County,Tennessee,68511,68759,69087
Grundy County,Tennessee,13264,13334,13346
Hamblen County,Tennessee,63665,64111,64569
Hamilton County,Tennessee,357858,361132,364286
Hancock County,Tennessee,6588,6584,6549
Hardeman County,Tennessee,25477,25401,25220
Hardin County,Tennessee,25740,25783,25776
Hawkins County,Tennessee,56389,56470,56530
Haywood County,Tennessee,17807,17596,17335
Henderson County,Tennessee,27765,27726,27847
Henry County,Tennessee,32245,32420,32358
Hickman County,Tennessee,24660,24848,25063
Houston County,Tennessee,8100,8173,8263
Humphreys County,Tennessee,18367,18449,18486
Jackson County,Tennessee,11594,11677,11758
Jefferson County,Tennessee,53122,53732,54012
Johnson County,Tennessee,17761,17641,17778
Knox County,Tennessee,455650,460932,465289
Lake County,Tennessee,7516,7459,7411
Lauderdale County,Tennessee,25280,26108,25825
Lawrence County,Tennessee,42963,43327,43734
Lewis County,Tennessee,11893,12022,12086
Lincoln County,Tennessee,33555,33833,34117
Loudon County,Tennessee,51348,52175,53054
McMinn County,Tennessee,52660,52895,53285
McNairy County,Tennessee,25803,25989,25832
Macon County,Tennessee,23311,23892,24265
Madison County,Tennessee,97535,97586,97605
Marion County,Tennessee,28351,28418,28575
Marshall County,Tennessee,31944,32934,33683
Maury County,Tennessee,89546,92220,94340
Meigs County,Tennessee,11955,12056,12306
Monroe County,Tennessee,45879,46098,46357
Montgomery County,Tennessee,194538,200015,205950
Moore County,Tennessee,6284,6363,6411
Morgan County,Tennessee,21718,21514,21579
Obion County,Tennessee,30536,30403,30267
Overton County,Tennessee,21957,21990,22068
Perry County,Tennessee,7868,7962,8064
Pickett County,Tennessee,5089,5063,5082
Polk County,Tennessee,16791,16765,16898
Putnam County,Tennessee,75973,77366,78843
Rhea County,Tennessee,32425,32742,33044
Roane County,Tennessee,52862,52932,53140
Robertson County,Tennessee,69184,70154,71012
Rutherford County,Tennessee,307422,316677,324890
Scott County,Tennessee,21869,21985,22039
Sequatchie County,Tennessee,14747,14752,14876
Sevier County,Tennessee,96370,97277,97892
Shelby County,Tennessee,936759,935973,935764
Smith County,Tennessee,19444,19650,19942
Stewart County,Tennessee,13162,13368,13561
Sullivan County,Tennessee,156238,156951,157668
Sumner County,Tennessee,179143,183584,187149
Tipton County,Tennessee,61210,61311,61581
Trousdale County,Tennessee,9955,10855,11012
Unicoi County,Tennessee,17673,17755,17761
Union County,Tennessee,19225,19407,19688
Van Buren County,Tennessee,5699,5708,5765
Warren County,Tennessee,40443,40690,40878
Washington County,Tennessee,127186,127613,128607
Wayne County,Tennessee,16661,16556,16558
Weakley County,Tennessee,33580,33296,33415
White County,Tennessee,26449,26744,27107
Williamson County,Tennessee,218810,225920,231729
Wilson County,Tennessee,132428,136540,140625
Anderson County,Texas,57550,58212,58057
Andrews County,Texas,17805,17631,18128
Angelina County,Texas,87759,87711,87092
Aransas County,Texas,25191,25447,23792
Archer County,Texas,8780,8786,8786
Armstrong County,Texas,1843,1881,1892
Atascosa County,Texas,48703,49069,50310
Austin County,Texas,29636,29757,29989
Bailey County,Texas,7185,7054,7027
Bandera County,Texas,21705,22324,22824
Bastrop County,Texas,82827,84809,86976
Baylor County,Texas,3638,3559,3582
Bee County,Texas,32809,32599,32587
Bell County,Texas,341305,347851,355642
Bexar County,Texas,1929530,1958841,1986049
Blanco County,Texas,11323,11513,11702
Borden County,Texas,657,670,648
Bosque County,Texas,18014,18318,18691
Bowie County,Texas,93994,93977,94324
Brazoria County,Texas,353778,362700,370200
Brazos County,Texas,220156,223572,226758
Brewster County,Texas,9197,9330,9267
Briscoe County,Texas,1485,1518,1516
Brooks County,Texas,7200,7153,7114
Brown County,Texas,38074,37870,37924
Burleson County,Texas,17855,18068,18389
Burnet County,Texas,45852,46654,47542
Caldwell County,Texas,41169,42425,43247
Calhoun County,Texas,21977,21770,21561
Callahan County,Texas,13789,13968,13994
Cameron County,Texas,422137,423181,423908
Camp County,Texas,12786,12874,13033
Carson County,Texas,6095,6010,6005
Cass County,Texas,30073,29980,30119
Castro County,Texas,7783,7760,7665
Chambers County,Texas,40247,41399,42454
Cherokee County,Texas,51926,52182,52592
Childress County,Texas,7196,7281,7291
Clay County,Texas,10249,10495,10456
Cochran County,Texas,2910,2853,2836
Coke County,Texas,3261,3303,3370
Coleman County,Texas,8412,8415,8397
Collin County,Texas,943719,971393,1005146
Collingsworth County,Texas,3013,2978,2962
Colorado County,Texas,21030,21228,21217
Comal County,Texas,134346,140790,148373
Comanche County,Texas,13531,13547,13534
Concho County,Texas,4297,4311,4276
Cooke County,Texas,39355,39984,40574
Coryell County,Texas,74879,74883,74808
Cottle County,Texas,1402,1381,1389
Crane County,Texas,4783,4713,4794
Crockett County,Texas,3647,3555,3499
Crosby County,Texas,5912,5872,5779
Culberson County,Texas,2224,2237,2204
Dallam County,Texas,7293,7211,7200
Dallas County,Texas,2592844,2622799,2637772
Dawson County,Texas,12998,12766,12619
Deaf Smith County,Texas,18894,18851,18760
Delta County,Texas,5145,5286,5349
Denton County,Texas,807883,835330,859064
DeWitt County,Texas,20626,20208,20187
Dickens County,Texas,2201,2207,2249
Dimmit County,Texas,10722,10346,10308
Donley County,Texas,3389,3351,3319
Duval County,Texas,11429,11272,11212
Eastland County,Texas,18261,18342,18322
Ector County,Texas,157805,157173,162124
Edwards County,Texas,1912,1941,1928
Ellis County,Texas,168467,173636,179436
El Paso County,Texas,838014,840545,840758
Erath County,Texas,41376,41862,42446
Falls County,Texas,17311,17403,17335
Fannin County,Texas,33919,34572,35286
Fayette County,Texas,25051,25176,25349
Fisher County,Texas,3894,3904,3839
Floyd County,Texas,5863,5864,5837
Foard County,Texas,1201,1206,1200
Fort Bend County,Texas,743303,766136,787858
Franklin County,Texas,10673,10780,10766
Freestone County,Texas,19663,19654,19808
Frio County,Texas,19373,19564,19816
Gaines County,Texas,20480,20635,20901
Galveston County,Texas,328822,334304,337890
Garza County,Texas,6504,6559,6578
Gillespie County,Texas,26259,26530,26804
Glasscock County,Texas,1363,1360,1388
Goliad County,Texas,7506,7548,7584
Gonzales County,Texas,20817,20796,20826
Gray County,Texas,22721,22121,21895
Grayson County,Texas,128331,131214,133991
Gregg County,Texas,123551,123123,123707
Grimes County,Texas,27505,27977,28360
Guadalupe County,Texas,154638,159841,163694
Hale County,Texas,34163,34044,33830
Hall County,Texas,3115,3059,3028
Hamilton County,Texas,8231,8394,8484
Hansford County,Texas,5580,5483,5463
Hardeman County,Texas,3969,3964,3922
Hardin County,Texas,56260,57159,57207
Harris County,Texas,4629189,4664159,4698619
Harrison County,Texas,66640,66540,66726
Hartley County,Texas,5737,5721,5619
Haskell County,Texas,5796,5783,5813
Hays County,Texas,204358,214277,222631
Hemphill County,Texas,4098,3945,3825
Henderson County,Texas,80129,81061,82299
Hidalgo County,Texas,850798,858323,865939
Hill County,Texas,35173,35819,36354
Hockley County,Texas,23048,22995,22980
Hood County,Texas,56703,58154,60537
Hopkins County,Texas,36212,36493,36810
Houston County,Texas,22915,23116,23169
Howard County,Texas,36792,36198,36459
Hudspeth County,Texas,4246,4600,4795
Hunt County,Texas,91943,93927,96493
Hutchinson County,Texas,21562,21362,21198
Irion County,Texas,1562,1511,1522
Jack County,Texas,8779,8821,8843
Jackson County,Texas,14874,14818,14874
Jasper County,Texas,35416,35550,35872
Jeff Davis County,Texas,2232,2271,2252
Jefferson County,Texas,256311,256591,255001
Jim Hogg County,Texas,5275,5245,5248
Jim Wells County,Texas,41181,40930,40822
Johnson County,Texas,162793,167101,171361
Jones County,Texas,19969,19852,19817
Karnes County,Texas,15456,15516,15650
Kaufman County,Texas,118030,122845,128622
Kendall County,Texas,41919,43984,45641
Kenedy County,Texas,434,422,442
Kent County,Texas,748,760,726
Kerr County,Texas,51384,51850,52405
Kimble County,Texas,4415,4406,4362
King County,Texas,291,289,277
Kinney County,Texas,3670,3775,3767
Kleberg County,Texas,31447,31152,31129
Knox County,Texas,3733,3683,3653
Lamar County,Texas,49536,49597,49728
Lamb County,Texas,13205,13198,13158
Lampasas County,Texas,20560,20919,21229
La Salle County,Texas,7611,7567,7531
Lavaca County,Texas,19875,20019,20110
Lee County,Texas,16976,17139,17144
Leon County,Texas,17200,17249,17270
Liberty County,Texas,81513,83809,86323
Limestone County,Texas,23527,23517,23519
Lipscomb County,Texas,3499,3376,3355
Live Oak County,Texas,12029,12185,12166
Llano County,Texas,20606,21205,21646
Loving County,Texas,117,136,152
Lubbock County,Texas,302129,304875,307412
Lynn County,Texas,5775,5841,5877
McCulloch County,Texas,8127,7960,7987
McLennan County,Texas,247649,251147,254607
McMullen County,Texas,820,785,749
Madison County,Texas,14122,14255,14422
Marion County,Texas,10124,10073,9928
Martin County,Texas,5638,5562,5753
Mason County,Texas,4167,4203,4280
Matagorda County,Texas,37076,36811,36552
Maverick County,Texas,58134,58227,58485
Medina County,Texas,49280,50210,50921
Menard County,Texas,2093,2121,2139
Midland County,Texas,163862,165386,172578
Milam County,Texas,24691,24985,25131
Mills County,Texas,4890,4937,4921
Mitchell County,Texas,8477,8232,8145
Montague County,Texas,19396,19429,19596
Montgomery County,Texas,555703,572146,590925
Moore County,Texas,21810,21878,21485
Morris County,Texas,12426,12381,12339
Motley County,Texas,1169,1229,1234
Nacogdoches County,Texas,65693,65599,65711
Navarro County,Texas,48417,48779,49565
Newton County,Texas,14159,13930,13746
Nolan County,Texas,15015,14837,14751
Nueces County,Texas,361786,361014,362265
Ochiltree County,Texas,10290,10060,9947
Oldham County,Texas,2074,2113,2131
Orange County,Texas,84533,84936,83572
Palo Pinto County,Texas,28136,28575,28875
Panola County,Texas,23420,23219,23148
Parker County,Texas,129074,133704,138371
Parmer County,Texas,9815,9796,9864
Pecos County,Texas,15848,15618,15673
Polk County,Texas,47678,49016,50031
Potter County,Texas,120824,120518,119648
Presidio County,Texas,7208,7155,6948
Rains County,Texas,11306,11751,12159
Randall County,Texas,132491,134433,136271
Reagan County,Texas,3722,3700,3741
Real County,Texas,3397,3427,3478
Red River County,Texas,12190,12203,12175
Reeves County,Texas,15122,15295,15695
Refugio County,Texas,7269,7199,7032
Roberts County,Texas,910,937,903
Robertson County,Texas,16814,17185,17284
Rockwall County,Texas,93432,96877,100657
Runnels County,Texas,10291,10333,10234
Rusk County,Texas,52962,54320,54450
Sabine County,Texas,10382,10441,10589
San Augustine County,Texas,8283,8292,8232
San Jacinto County,Texas,27724,28242,28719
San Patricio County,Texas,67322,67223,66893
San Saba County,Texas,5934,6032,6054
Schleicher County,Texas,3057,2995,2895
Scurry County,Texas,17381,17004,16866
Shackelford County,Texas,3341,3305,3253
