FromBus,ToBus,LineID,kV,metres
50608,50609,6269c,115.0,100.280569004
26257,18684,17579a,138.0,1338.28065789
44898,44913,46969,69.0,50.6739839381
37180,37181,7805b,138.0,18.9090716488
55968,55969,65494a,115.0,607.183759529
20967,24928,32802,69.0,34.3832838692
53404,53495,38447a,100.0,9133.77322229
25758,21289,31303c,161.0,319.255069066
35277,35316,2660b,69.0,71.4732494403
21706,21707,19629a,115.0,141.648795237
19977,20048,9009,69.0,1467.50837994
15372,21733,18635,69.0,2674.75804625
47611,48741,65286,115.0,1524.33174558
58557,58579,58330b,57.0,15703.5437089
62234,62227,45474,115.0,19475.5486877
48282,47533,71897,60.0,3421.78358073
64598,64663,57551,230.0,14738.0876819
34796,50390,7057b,138.0,5557.82470283
62545,27375,873a,138.0,186.888374823
24326,24299,1185,69.0,1030.49347968
58848,63850,52895c,230.0,6411.7595648
31689,31242,37167a,138.0,13701.8775898
36082,36139,27247b,230.0,4552.67613658
31868,31852,30791b,138.0,87.8359331232
34165,34166,33915b,115.0,3093.22900607
37212,37223,40183,100.0,3006.27926145
49496,47004,62857,138.0,34772.5101411
19368,19370,22772c,115.0,221.006712364
17912,17918,18830j,345.0,1023.85188707
45138,45110,45543b,115.0,8431.78187763
32817,32818,41819,69.0,106.927141092
17552,17553,32458b,138.0,16.5461620469
8984,15140,46971c,69.0,59.6182117084
29864,21340,32002m,115.0,3932.51688333
36387,36346,20387a,138.0,19009.1668226
47652,46996,62822,120.0,44579.519385
58966,58967,55911,46.0,1908.68638639
20802,20803,38188g,138.0,41.6012876778
44002,44003,21690c,69.0,622.436940493
20656,20642,42027a,69.0,35.9072026037
65456,65457,59194c,115.0,237.634484743
55205,55736,68881a,138.0,5219.67690124
64310,64311,52606e,115.0,266.905494831
52917,62411,42409a,69.0,21434.8294344
50121,50122,10177,100.0,78.8685063169
29293,42185,51264,138.0,3961.97346651
32467,32464,32062,138.0,3358.86391128
11091,11076,28689c,115.0,113.738740987
57171,56663,67925b,345.0,38237.214213
12914,20204,36971b,230.0,466.820694649
63791,63792,59723b,115.0,33.3689499685
46264,47280,63871,69.0,1278.68459697
32967,32979,30186a,138.0,7168.20838917
26684,26679,26710e,115.0,5672.83729576
30391,30392,6828a,138.0,4.14565237631
24359,37924,40509,69.0,11006.9701037
13662,17714,39154i,138.0,739.401266504
63831,63878,54008,115.0,5255.83629846
23806,43778,32948a,138.0,29.8763037958
63941,63932,52450a,115.0,5685.83201957
32310,32306,37853,115.0,2565.31362564
64032,63998,55711a,138.0,2923.48956204
32602,32623,10807b,138.0,8772.69542843
11227,11241,2460a,161.0,6293.01090991
18626,18605,21966d,115.0,1504.73010749
16479,16480,17510b,115.0,15.6956454088
50942,50921,9646,138.0,3401.1590187
52578,52598,27682b,138.0,3389.54502296
58769,58806,55835d,138.0,5243.42697543
44539,44542,21148,138.0,524.259887757
54861,55122,66986,115.0,24752.6452171
25140,21427,30845,115.0,26796.8114614
9339,40182,19530b,115.0,86.7807355419
49678,49828,63100a,69.0,3320.34488459
56125,56134,65928a,345.0,21520.6272177
44892,34796,7057a,138.0,298.313074576
43111,43119,30222b,69.0,26.8337486243
47767,49282,63836a,230.0,14868.3287862
43548,24418,29126a,69.0,16034.4607343
48008,55889,64448e,230.0,13308.8087017
15860,11832,191b,115.0,227.161167867
56533,56587,67360a,138.0,303.977339136
42235,42234,16167a,100.0,410.027828252
19772,19773,20264b,115.0,133.593446388
28394,28395,11418e,115.0,207.24361562
63285,63619,69494c,138.0,17089.4802446
16588,53248,8169f,138.0,114.388385939
38071,52651,29754e,161.0,8436.00817097
28991,52789,5011b,230.0,3984.30153732
56967,56966,67661b,345.0,908.099182913
10674,10673,24593,115.0,26.3205853194
20847,29331,41908b,161.0,1713.1369703
51612,34817,35802d,138.0,14020.3508269
39283,39284,27135a,230.0,94.0673364561
43124,43111,30222a,69.0,16000.8158497
36259,45082,6645d,161.0,54519.0311051
26945,26946,21238a,115.0,19.0102777863
20392,21362,38650e,115.0,308.150783548
61196,61119,52631,115.0,15697.1424621
27551,27552,41103b,115.0,7.18298739839
29423,22926,51842d,69.0,42.8345863841
15978,15954,41551,115.0,14302.5259426
44271,44270,3503a,115.0,268.238740339
38025,38032,7836a,100.0,10977.641476
65108,65109,55015a,46.0,23.0927700412
51044,51045,24708a,69.0,35.0625420985
63917,63918,52541a,115.0,46.6166628868
25345,25346,27141b,115.0,17.9302349917
63343,63472,69886,138.0,43.3903554133
46972,47502,64394a,230.0,217.04379952
34648,50283,21344c,138.0,68.3547456338
50731,19412,22124b,115.0,4058.57156796
10851,10840,514f,100.0,508.336650855
47919,49444,64071,115.0,844.487074389
40547,40563,8494c,138.0,276.503230052
49058,49447,64880,60.0,3283.0973809
29427,29428,51772,69.0,30.3139204182
13896,13885,7385b,115.0,3930.70758692
21641,53270,35210,69.0,420.76764232
16685,31158,37177,69.0,9405.83651724
21855,8886,15264c,115.0,58678.8476086
63905,63906,52530a,115.0,62.1711746601
53443,53444,41111c,115.0,460.721286483
48391,49452,72673a,60.0,242.788280277
50878,50916,37877e,230.0,502.946517273
16041,16084,3288b,115.0,606.420032437
17704,27261,34876b,161.0,93.6740629079
30734,19576,16163,115.0,4249.7760306
21554,9605,51510b,230.0,11535.5456023
21179,25654,2920e,69.0,200.489490958
20577,20576,46521a,120.0,917.699482341
62231,62232,39360,115.0,10544.4645332
58474,58473,52831a,115.0,9.00326873348
65517,65487,57510d,230.0,2318.09226086
52357,52365,647b,115.0,562.826221772
49991,49992,35416b,115.0,87.3309466016
36805,31603,27927b,100.0,13085.6429255
56244,56245,65921a,345.0,440.649358837
61069,61080,53218b,115.0,2555.83433277
42354,33880,41661a,138.0,138.029735171
21820,15349,45136b,115.0,48602.6608037
49829,49830,63273,69.0,3548.30557994
22141,22143,42317e,345.0,961.158421698
31475,31477,39087b,100.0,1041.37540679
46563,49430,74307,66.0,2084.02356604
62411,62414,43844a,161.0,132.451860434
42141,42153,32000b,138.0,62.2310239841
24774,42130,38179,138.0,2719.96923807
53631,41878,3255,138.0,10351.6594462
58331,58328,59923,115.0,1686.97345516
14674,25506,30009a,115.0,102.757382039
40207,40208,17185c,161.0,390.697785656
12968,12969,21834a,138.0,3345.01758532
59943,59944,54161e,115.0,44.9121144418
16833,16834,22905e,138.0,29.55033128
31319,62490,13988e,230.0,4177.65593485
38299,9284,8096,69.0,129.423322491
53483,39456,43298b,100.0,70.3464151718
53507,39461,6916c,100.0,3205.25450912
40773,40767,21031b,115.0,6423.01782605
23074,23073,4257b,69.0,11.695050053
65182,65180,57705,230.0,2943.27346766
33318,33319,18236a,138.0,402.893328353
61222,61231,55183,138.0,7178.45949544
54282,54274,53912a,230.0,2144.86679184
22254,22275,19079,115.0,2337.97034461
25724,25721,48629a,138.0,153.043759627
26991,27713,26001f,345.0,1878.62387713
39375,39377,6155b,115.0,6788.70227502
35371,35759,14026a,138.0,59213.8539657
26672,26682,17975d,115.0,193.190933364
49606,45960,64416,115.0,14290.6260375
29972,21221,15502c,115.0,145.353918472
48580,46086,63118,60.0,32458.4476119
28257,23070,33917,230.0,7967.89697873
30237,30251,28628b,138.0,143.764441457
17479,17480,35797b,115.0,17.9267077657
38455,38529,37482,115.0,580.735449468
18553,18552,14209a,161.0,50.9468747992
42891,42892,43702a,161.0,180.787600417
38026,38036,39684d,100.0,1804.67224224
56915,56913,67739a,138.0,190.177288976
13967,13965,8435b,69.0,123.137916072
37895,62280,8392a,230.0,1252.83063197
60127,59969,57490e,230.0,46188.3681754
45234,37976,43548a,115.0,64598.424308
65023,65027,57531,230.0,6369.33731141
50006,50055,15036a,161.0,64.8489073673
48349,49365,62803,120.0,40137.368311
43956,43939,26609,115.0,3990.50088984
65473,65477,52964a,115.0,343.753564158
13489,21392,46928,138.0,5590.80668827
24178,24179,16474,115.0,1338.22682807
62311,62280,43419c,230.0,271.91379795
57867,57874,53618,230.0,6740.88801963
61922,42340,3806b,115.0,13750.7096783
9763,9760,27897a,230.0,22.9547608055
34101,41867,18201h,69.0,1324.12120265
63488,63493,70050c,138.0,3009.18567071
55248,55284,68140,138.0,3754.71624802
21349,29852,32003c,115.0,521.374692539
19281,35865,21972,115.0,2047.44693754
54900,54913,66997b,115.0,12015.4206897
64721,64711,57691,115.0,3566.24334983
20456,20455,47342,115.0,1738.11239315
25086,10837,32797h,138.0,18479.7861225
56103,46627,65535b,115.0,17711.6257586
37669,52891,20833c,161.0,585.036431907
48535,47721,71129,66.0,6679.70654958
51428,34347,1564d,138.0,3975.26969207
41113,41112,16240,161.0,7218.10727136
51945,32988,24649c,115.0,7891.75750074
15355,15489,21027c,138.0,23448.2577922
52440,52436,5565a,138.0,11743.3300708
34632,50496,24672b,100.0,2202.78980051
62452,62451,23027a,69.0,116.206490071
28374,28375,12033e,230.0,210.196985526
17141,31266,31445,161.0,7893.21877608
24657,24658,15004c,138.0,3847.91747321
17651,17652,15787b,138.0,36.9603022548
18630,18626,46256c,115.0,52.7715910275
39489,36779,47810d,500.0,5825.41091913
27772,9590,11306b,115.0,198.071851844
31607,53483,25927a,100.0,8487.20248826
62902,62903,70299a,138.0,267.581570239
46158,49195,64140b,230.0,29506.2029753
36970,36907,32472,138.0,1467.62553478
12905,12908,46640,115.0,6158.27495636
60926,54761,52209,345.0,288163.957472
63884,58728,56348,230.0,41228.1884068
63513,63515,69926e,138.0,1540.11215346
9101,9102,42875e,138.0,787.584518892
39596,39597,30588,115.0,114.992307097
55949,47084,64246b,230.0,28389.4282563
14279,14295,50448d,115.0,3054.95844566
41598,23988,29433,115.0,440.089555785
34791,14197,40627b,230.0,17226.5453131
49310,49400,71399,115.0,4684.5786711
50356,50362,12414c,100.0,58.9451525472
28240,28274,7911a,69.0,197.736316275
21079,25615,36349b,115.0,2971.65361785
43659,43662,44671,161.0,1740.97673978
43335,43334,14954a,161.0,339.776641578
59888,59901,62582,115.0,3606.13582131
52504,52500,47434a,69.0,35.3503891907
20944,20992,44092b,138.0,3760.73264195
49147,47123,63796a,69.0,24934.9770629
63570,62823,70010e,230.0,820.116995055
32042,32041,4156b,69.0,1527.43501558
52563,52564,41649,230.0,16879.8958067
17561,17562,42634d,138.0,1652.71967328
57181,56678,67446,138.0,9285.07698441
42288,42241,16008b,138.0,135.22307264
21749,21748,40388c,345.0,37.5446524848
43337,43352,41920,138.0,4817.79860735
54351,54354,52221g,345.0,38.4096943121
46954,49016,63368,115.0,3119.68309883
58512,58507,59704a,115.0,326.278415023
31742,50097,15985b,138.0,902.978584194
14341,14342,47111a,115.0,169.434644979
54363,54359,53781b,115.0,948.601898819
51448,33119,11128,230.0,9499.15190869
42368,39672,11663a,115.0,217.349449417
23902,23901,24864a,115.0,11.4175988974
32647,16886,48076,115.0,111.210814746
44593,44600,31366,161.0,116.923062673
65105,65110,52413g,230.0,162.718919585
20370,30238,10288a,115.0,258.208943475
35252,19943,18959c,69.0,25440.4922081
49164,49325,63302g,230.0,1725.53364581
24232,52045,33908c,161.0,589.731028638
11255,11257,44999c,115.0,8392.0260879
56197,56205,65695a,138.0,14592.6056656
63347,63345,70142b,138.0,168.112135628
61090,61086,53215,115.0,1559.18411154
31762,31775,1448d,69.0,3496.96466044
10759,17547,33423b,115.0,114.829019894
20362,20378,47642e,115.0,895.061321998
11223,11140,36121e,230.0,16161.339497
17722,27276,28557,138.0,121.9984399
24321,24294,48034a,161.0,52.5852360997
21752,21751,32598c,230.0,29.7649761825
63927,63979,52122a,500.0,13792.7721052
61927,61930,45339c,161.0,68.0658948773
17877,29355,23518b,69.0,154.893315902
61243,61242,53149,115.0,6409.25463131
17874,20813,28081c,69.0,3744.13609756
62059,50830,36289a,138.0,1060.38030561
63340,63583,70159b,138.0,20403.8990001
59852,65749,62597,115.0,1935.13647041
16602,16603,20872g,138.0,11.5679026563
38931,38925,47256b,138.0,9287.72128238
49164,55941,64436f,230.0,353.252435982
63360,63361,70067p,345.0,46.2542729386
24805,24806,22239a,230.0,503.799862271
16097,16076,20601d,100.0,432.434185455
57201,57202,67896c,69.0,6501.39041483
64443,64442,55429a,230.0,19.3837036306
11885,11873,4032b,161.0,6484.84376312
63017,63680,69268c,138.0,279.797344466
12713,18830,22922c,138.0,67.177323099
9009,9102,7801d,138.0,1910.01811211
38828,38830,39021c,69.0,19796.1689178
65213,65360,55412a,138.0,23775.5821024
24068,24158,8151c,230.0,24116.6872841
44399,19822,8882b,115.0,1213.97190079
31816,31813,30295d,230.0,2529.25096115
56553,56550,67304a,138.0,7044.43530278
11404,11438,9630b,115.0,13096.3994908
9339,40182,20169d,138.0,86.7807355419
49033,47701,64817c,230.0,26170.5642847
38002,30950,31255a,69.0,3522.37859116
53590,53571,360a,115.0,3873.02438106
46472,47925,64321b,69.0,4554.06625165
30100,21221,6908f,115.0,379.34234666
18387,11416,4142c,115.0,26899.6603079
24952,21554,51510a,230.0,56666.2141095
13444,13422,15446,115.0,4571.68055848
41586,41546,9872,115.0,509.118108153
47807,49685,63600c,230.0,9795.57157903
43310,43309,15159b,230.0,110.149259221
29777,29742,31958e,138.0,1891.68411253
27687,17478,40729,115.0,224.674677289
33826,33837,8777b,230.0,270.83209127
35446,35448,40091a,161.0,256.161863208
43035,43004,5358a,138.0,24.6241895289
19537,19546,24666b,138.0,3651.33279283
14542,14563,43919,115.0,10386.7148268
48362,56015,64092,230.0,18362.05782
29625,29647,5184b,230.0,72.0952693301
63350,63476,70059g,138.0,441.887077923
50712,19601,21865b,69.0,90.1673556526
62972,63356,69780a,138.0,3068.89075178
56418,56420,67192,115.0,8087.30647915
18026,18027,537b,115.0,7.54715289817
43644,43654,5874,115.0,8301.46218346
35220,35219,32015a,138.0,218.603997857
47964,46358,73215b,60.0,2621.98927789
29909,29910,2189b,69.0,1049.6987448
31902,31903,16521e,115.0,111.273544356
58454,58455,56353c,115.0,68.7326161354
16236,16235,40151a,230.0,53.3428202532
48149,45869,72689,34.5,5711.78884618
9562,9563,13322l,69.0,4385.80165379
58535,58536,58299c,69.0,130.544242332
17953,13356,18186b,230.0,64.6853915131
50385,50386,4845c,138.0,3.74666655307
9712,9711,32059a,345.0,162.606341145
47920,49745,72508a,60.0,2035.2664453
19807,18852,3532,115.0,3507.97127583
12909,12896,41725b,115.0,5759.02433506
25292,25278,47,100.0,6110.66096553
55317,55675,68707,138.0,1690.72143276
51991,51989,15922b,115.0,2330.65614414
63373,63680,70465a,138.0,167.625333704
24154,24109,41942,69.0,2351.9110099
26475,11092,8773d,115.0,4258.24638413
14575,50858,18068b,138.0,4310.21672385
12319,17383,8812a,115.0,291.083246564
23082,23053,42589c,345.0,1361.36115955
26694,26692,40340f,345.0,735.437812844
47125,48215,63926b,230.0,2982.55425385
63514,63221,70323e,138.0,5061.42971847
53086,53018,34492,69.0,10738.4792304
48008,49839,62824a,230.0,411.160000406
24538,24525,20828f,161.0,3835.61525575
59453,59454,59229a,345.0,1184.50967044
55943,49403,62967b,115.0,3614.14568572
34699,34698,18466a,69.0,74.6123412282
44000,44001,2403b,100.0,85.0330794532
43080,40361,16222c,345.0,67864.6885369
36466,61943,29798a,230.0,32.7503145183
22222,22234,31022a,69.0,2230.43607383
21983,22414,9241a,69.0,2273.65976028
50004,50003,14478b,115.0,102.16383725
30260,30257,34586b,69.0,400.622470269
14700,17986,8901b,115.0,41.886528551
19108,19109,7165c,115.0,271.817524664
26339,26309,31252b,115.0,1437.20476039
57246,56941,67804c,138.0,13721.317337
30036,21241,17578c,69.0,392.83713829
28614,33679,15915,138.0,3629.60346654
56746,56594,67909,69.0,47243.143262
39063,39047,16233b,100.0,3989.15292222
55442,55447,68438d,138.0,3367.09910893
45994,47544,70591,66.0,23195.4698655
28920,52909,36754f,115.0,2073.0984582
29024,29023,26506,115.0,7591.04439264
9656,32911,36916d,115.0,272.407382754
41289,45423,6105b,500.0,105316.57609
53777,53819,4735a,161.0,6249.00314747
53998,54000,57150,115.0,98.2482809258
20907,17977,39265c,115.0,102.197241982
48397,45974,52717b,69.0,7926.56311228
17346,17348,13923a,100.0,11.4896534057
24371,24346,15682b,115.0,92.3409052915
18938,34775,14707b,230.0,5244.65199668
26674,26666,19242c,345.0,168.501331102
41420,41421,9415a,230.0,7120.60011713
13115,20066,33600a,115.0,16500.2854844
35027,35054,4744,115.0,17452.3273946
21169,29967,35884l,115.0,2017.52156371
14874,25047,12183b,345.0,85.4357660502
63489,63494,69902a,138.0,200.231510103
62566,36486,44274b,161.0,4154.58910518
10974,11028,23094b,115.0,952.214341149
46205,48881,64216a,230.0,57486.0770849
16473,16470,36426c,230.0,357.527816916
9623,32885,35051d,115.0,48.7682319392
14415,14423,39668b,230.0,588.043472719
52889,52890,8945c,161.0,68.8745199005
27354,27381,17304a,230.0,13513.1104535
65658,65643,55347d,230.0,2006.41097033
16807,21573,385c,500.0,1477.39911913
24561,24589,20488a,69.0,27.150476604
18110,21368,36341a,138.0,66.1442688714
51310,34203,24470b,138.0,19392.7196896
17720,17723,39154a,138.0,1662.83068673
19020,50124,7293b,230.0,964.533416569
54081,54069,52226c,345.0,1780.85707287
13338,13337,17009c,345.0,148.319348056
19076,41518,40356a,138.0,41.7230060052
49835,46176,63359a,115.0,13979.0301401
11309,11307,44781d,115.0,24.2233906835
42405,42428,43169c,161.0,694.627400912
62670,45894,71336,60.0,3263.79108653
18555,18556,3620b,230.0,24.6850170947
9500,9501,20229b,161.0,180.926269735
55055,55056,66990,115.0,5545.60166616
36391,36386,19363b,230.0,8628.85104256
52026,52025,19549b,230.0,197.17694424
52175,52118,36136b,115.0,7342.9034177
38970,31445,21135a,115.0,7728.26008957
63595,63594,69537c,138.0,12.0779937118
14218,28979,37492d,500.0,355.34944164
12873,20204,42077b,115.0,71.3205342739
64406,64408,54113b,115.0,14.4598783204
59428,59452,55886,46.0,8534.63975508
13709,13701,40858,115.0,6327.37081153
61646,61647,56680a,230.0,42.1175707853
33701,33725,675b,138.0,4543.91905119
57866,57861,56541b,230.0,1794.58838857
49378,46237,64241c,115.0,1618.44480848
14590,51564,22568,115.0,202.365042621
51611,51612,23697b,230.0,182.889716477
14867,14858,23649a,138.0,7457.02191772
26356,11189,12999a,230.0,102659.262512
63128,63129,69183,138.0,4267.93932379
15388,15391,28414,138.0,35388.9807018
62540,27390,23109g,345.0,97.3497232594
56534,56470,65959e,345.0,23994.1210053
39022,39051,19506b,161.0,1255.03246874
25473,30281,46756b,115.0,8442.93431403
64743,64627,57608a,230.0,74751.0313938
44437,44426,37619,138.0,3638.93110161
35627,40252,22532,345.0,60447.9536519
28260,28261,19592b,115.0,16.8733908254
18404,18384,7284d,345.0,96.0079958174
9520,9521,40748b,161.0,44.3408063883
42833,17172,25638a,138.0,12017.2598177
28685,33177,18619a,69.0,4327.0727706
46375,55999,63281,500.0,96463.4660017
48174,49844,63445c,230.0,10287.6746623
48408,46674,63800,115.0,6594.28607506
55410,54898,68348b,69.0,28100.673734
49462,48561,73149,115.0,2153.50172149
44023,44024,34665a,115.0,27.7283800497
44274,37942,9758g,230.0,15031.6161612
27984,27983,22598c,230.0,7.40425213919
53294,53293,38014,138.0,263.626558754
45595,51188,20362c,69.0,9849.97397189
9441,9442,7741d,138.0,17.3085364251
46176,49164,63428a,115.0,4711.13701162
27039,27040,37913,230.0,50.9064079873
19129,28718,6851a,115.0,1753.55867911
20373,30243,31498e,115.0,226.410650473
8974,15252,32408,69.0,67.6025691854
35156,35180,1287b,345.0,16639.8616337
26637,26597,2262a,69.0,25255.6654684
58771,58774,59743a,115.0,368.720499952
55609,55443,68564d,138.0,53.6455369872
58311,58334,55746,46.0,8907.106156
9237,9242,40894b,115.0,28.4971481826
38393,37220,51152,69.0,16463.0804761
21928,9187,42718a,69.0,49.6527211138
40978,40979,13300,100.0,491.444743926
59027,59026,54991b,138.0,17.6526900316
50384,44930,32322b,230.0,24199.6780352
63978,63790,56783,115.0,16804.458214
57043,56764,67972a,69.0,58344.0333576
46665,46339,71629,69.0,2284.23179656
18303,18319,22210b,115.0,3547.88423723
38983,39036,39479b,115.0,70.168055223
14752,20184,26644,115.0,35.5223888333
16935,16934,21199d,345.0,23999.1460256
18060,21693,18409b,138.0,845.681810251
55948,45983,71822a,115.0,31782.0418624
16627,16748,41884b,230.0,11127.2668762
20517,13603,34649a,100.0,14861.5418298
43560,24459,47002b,100.0,848.546110117
63046,63533,69258a,138.0,188.140852677
24413,24414,46259,230.0,10409.6288321
18028,18027,613a,161.0,93.4113751145
53538,32807,35067,345.0,7250.39666985
33719,33690,13460a,161.0,6127.63597521
59626,59624,56160a,69.0,259.204080322
62746,46623,63636,115.0,9810.94391123
22427,8913,22557e,69.0,3992.12994513
39912,39929,38498,69.0,17422.2004041
23743,23742,1863,100.0,2566.06532026
10900,13342,4265b,230.0,55477.3965673
8920,12878,8208,69.0,55.3645074766
12502,12503,18830g,345.0,372.364927462
22919,22914,38617c,69.0,5374.39410791
36989,36977,8605b,138.0,2921.15574177
49692,48817,73100,60.0,3294.78363022
53358,31678,11042,138.0,5005.3907086
43879,43877,23264,115.0,11404.1090604
14218,28979,24366c,115.0,355.34944164
38079,52662,50103,69.0,6048.90849687
9500,9501,12087e,115.0,180.926269735
40529,40596,43273,138.0,3535.52575844
50665,50681,43412,161.0,328.525753195
40460,40456,10293a,69.0,21955.4797958
49928,18897,45802a,230.0,50656.7635149
41547,41551,29172a,69.0,337.96504641
28926,44801,36754a,115.0,231.33424556
10193,10208,50489c,115.0,3584.18575924
43974,43996,11932b,161.0,278.135018256
38359,52862,39024b,161.0,88.3730236611
17499,17500,32342k,345.0,262.188281058
22760,22758,35564,161.0,5548.29294028
54122,54113,53897e,230.0,8083.23992641
58530,58531,58296a,69.0,190.167316383
32448,18004,47401b,138.0,50.6530222882
9520,9521,27285b,230.0,44.3408063883
49646,48287,64761c,115.0,2948.25593728
17520,27743,44705j,345.0,550.238145907
50579,35983,13453b,115.0,4260.01584559
36645,36648,32511a,230.0,2925.59329896
19998,22291,12458,115.0,19078.5606627
54075,54062,53892c,115.0,2960.76595144
44054,53358,42797a,230.0,6150.13304962
46699,49056,72151a,115.0,1576.55549245
26433,26434,12709a,115.0,81.3770217091
53950,53867,52241a,345.0,12042.3878358
64995,64997,52940f,230.0,50.1654205266
14223,14208,29391,161.0,89.7112377913
10535,10524,28669a,230.0,3328.43113697
36614,36615,8898,115.0,5114.66906501
55108,54954,66960c,138.0,58508.8713313
45484,45486,8662a,138.0,18715.816469
65452,65457,58205a,115.0,286.667895581
55296,55346,68424,138.0,5600.15564441
50984,50985,12557b,138.0,29.0443197279
17470,17472,44705a,345.0,7.89893101004
29547,29560,8398b,230.0,1777.96965818
42504,42518,40964b,230.0,7.00145915722
55258,55259,68185,138.0,3808.57524677
56021,47354,64550d,230.0,15364.9771434
47506,49254,73569,66.0,4823.91779626
57202,56646,67461b,138.0,5722.52845674
60989,60990,53285,115.0,4876.79768697
30550,30557,28197a,161.0,1838.33191836
39477,53496,41834c,161.0,13.5930715244
25204,21409,11012a,345.0,10867.7319
27506,62512,8396,69.0,3364.1333511
56534,56507,67097,138.0,7528.06003666
10947,10912,41598e,115.0,4490.95526876
33428,33460,35565d,230.0,115.364194432
8952,8953,20072b,138.0,53.9162891272
20741,52422,31653,161.0,8222.33590145
52240,52247,18299c,69.0,1202.56340143
36350,36383,37690a,115.0,85.2195947602
48745,47295,64617a,69.0,173.735948961
47069,45858,63257,500.0,52083.9459866
35675,35674,40958a,230.0,9389.40832461
58079,58068,56653b,69.0,1022.08532837
17869,17870,10619c,69.0,83.4673633387
56408,56414,67185b,34.5,3409.82037327
26789,26778,32185a,345.0,307.928553699
9585,9590,47039b,115.0,317.001833133
58794,58706,52368f,230.0,6169.3640135
8956,14931,5827b,69.0,3392.43680837
15609,15613,3215a,161.0,4921.38261819
45803,45841,33022,69.0,547.136011004
61216,61164,56660,69.0,9441.09200735
39027,38966,27506,100.0,1055.99566949
55238,55236,68184,138.0,4484.42887541
37097,37233,42614,69.0,22.2691149171
20706,52448,4395c,138.0,20113.6146892
34433,34429,49671,161.0,7690.22666997
22027,38168,32364,69.0,18041.6557739
39510,39511,34255a,230.0,241.708035829
14334,14337,9509,230.0,1828.6559216
17586,17587,26638c,138.0,25.923069898
43716,43715,45531a,115.0,21.2990607667
18706,18711,31385b,115.0,1945.2809246
47654,47792,74141a,66.0,598.36715031
47053,49433,72128,66.0,535.625292769
39086,28639,1029c,161.0,14825.1615256
49164,49325,65095c,115.0,1725.53364581
26512,26484,4566b,115.0,12313.0071689
57162,56656,67505b,138.0,675.59083798
64537,64622,54076,230.0,42979.4437672
58233,58234,59906,115.0,2552.94911013
31489,31490,18995a,115.0,314.478267567
11566,18409,11276b,345.0,7047.80261179
45058,44888,2450a,115.0,24415.5612365
24058,24068,11495c,115.0,121.825316578
52070,52035,34714a,115.0,79.2529906798
38198,38214,41325,69.0,28944.1444457
16501,16502,32124d,138.0,46.5589570835
31983,31991,40258,100.0,30.4980813533
23067,28239,30321a,115.0,89.4678245878
17520,27742,43474b,138.0,1609.43334738
33973,24394,41316,161.0,1675.03497848
20677,27523,4376,138.0,224.373319378
65496,65499,54244c,230.0,200.369911224
46141,47039,62914,115.0,44953.1873516
29275,29276,29750,69.0,1862.96056263
29753,33318,44156c,100.0,7729.11887653
31262,44768,23801,345.0,21656.385347
56565,56566,67332b,138.0,3477.31408124
45220,45243,14202,161.0,5259.13426815
21303,21301,18079f,115.0,10361.4618796
20355,20356,49483c,115.0,21.7915916363
27417,27454,47250c,230.0,16533.2165093
40076,40077,21994c,138.0,282.790938911
59137,59134,55160b,230.0,224.69023005
55096,54951,66732a,138.0,10811.1114217
26945,26946,44453d,115.0,19.0102777863
17876,29354,37393c,230.0,647.742876902
20272,20316,43519f,345.0,8717.37713885
28596,42183,18248c,230.0,606.850814405
9029,9069,8772,115.0,2262.64052722
18070,18071,49450f,138.0,31.5111731642
20256,20154,19715,138.0,2007.99597008
19775,39706,35047,138.0,2838.01001056
56018,45956,63509d,115.0,42843.8255819
48089,48481,64816,161.0,11977.7254454
51518,51535,21656a,138.0,27.6304368612
18434,18420,5645c,115.0,1042.19206442
9466,27571,13159b,138.0,1657.67069938
13204,13205,3651a,138.0,3252.01198986
47925,49441,64321c,69.0,120.382780042
19760,33252,23427c,115.0,97.4809114388
19385,31049,33959a,230.0,13652.8483119
49316,49205,65143,69.0,12386.3891504
24646,24638,39713b,115.0,1755.34013406
36190,36160,37063,230.0,1578.83513044
13215,13216,44593b,138.0,1147.33777638
13050,13053,11834a,230.0,9609.93302667
38353,38346,8009a,161.0,3026.71991608
33534,33499,2338a,115.0,95.5012244886
11861,20061,26162a,69.0,22.631598834
49394,46678,64598,230.0,100120.264514
17233,17236,5440c,138.0,29.2360265284
49513,48797,53985b,115.0,50.1185745224
47853,49255,64745b,230.0,12772.0392478
45647,31632,33331h,115.0,4304.30428559
46827,49646,71923b,115.0,3084.37022789
26872,44611,10926a,230.0,313.134711169
64261,64262,52883a,115.0,4.44919332979
62974,63225,70342,138.0,3595.14502762
54492,54493,58101b,115.0,613.375396492
62566,36489,2770a,230.0,12686.3102781
16715,16716,34910,115.0,5654.74027401
9666,27920,18909f,115.0,10040.9018456
38698,38716,32970,34.5,26.4414620677
33686,33210,10319c,115.0,59.8185884883
24317,24474,1911b,138.0,2140.79064233
28461,28371,51411,115.0,818.225780201
17887,32016,22855d,345.0,1248.46814658
14786,20185,21188b,230.0,521.978908028
51476,52180,47495c,345.0,9056.42774368
30589,50724,42715a,115.0,39.6039207847
50710,33907,48923b,69.0,197.407875909
65697,59946,52173h,500.0,68619.8129219
61350,61351,53953c,115.0,35.9422961958
43994,43995,6258a,115.0,338.213591036
52182,52210,46277b,100.0,147.221075285
41517,37411,40503b,161.0,28380.8926878
