FromBus,ToBus,TxID,kV_fbus,kV_tbus
44944,44961,36846a,230.0,115.0
43572,43594,35555a,161.0,115.0
33437,33449,4153b,230.0,230.0
31671,28972,28306,100.0,0.0
41166,43133,42503d,138.0,161.0
22221,22236,36425a,115.0,115.0
31978,33038,6780a,115.0,161.0
14530,41552,14763a,115.0,161.0
30430,12782,3329c,115.0,69.0
59128,59170,54846,46.0,69.0
21396,21394,44512a,115.0,115.0
54567,54574,56464b,69.0,69.0
20898,30114,957b,100.0,100.0
12897,12861,22597,345.0,115.0
27697,17467,16729c,100.0,345.0
61109,61142,54637d,115.0,138.0
58145,58150,56550,138.0,69.0
6254,36291,80052,4.16,69.0
31951,31934,17253c,100.0,100.0
15336,15334,4412,69.0,230.0
53442,53443,39473a,115.0,115.0
7094,38920,80765,4.16,69.0
10155,10404,28906,0.0,115.0
40391,43098,37743b,345.0,138.0
9349,9350,35259a,345.0,230.0
61929,61930,31042f,100.0,69.0
45804,45803,27702,69.0,69.0
14360,14348,28685b,69.0,69.0
34558,14416,24547a,69.0,138.0
62031,19827,21446e,69.0,345.0
39427,53143,40449a,69.0,161.0
4340,39483,78390,4.16,100.0
36683,53815,44030a,345.0,100.0
31860,31906,5862a,100.0,115.0
12278,12279,5044c,161.0,161.0
19903,35193,32283,230.0,138.0
11423,11448,40948c,115.0,115.0
36075,36072,24850,115.0,115.0
10352,10353,11990e,115.0,230.0
24373,51293,33797,69.0,115.0
19361,19362,45537a,69.0,69.0
44962,51017,20482j,115.0,69.0
13327,13326,23437c,69.0,115.0
51945,51943,41377d,115.0,115.0
31977,31979,43436a,115.0,138.0
2068,49660,76344,4.16,66.0
1436,35883,75804,4.16,230.0
4478,48903,78516,6.9,120.0
27126,35805,42155a,161.0,115.0
18850,22877,29384a,230.0,230.0
14166,43572,30404c,69.0,161.0
28360,21070,15965,138.0,138.0
23772,23781,45805b,345.0,345.0
61697,61726,59608a,115.0,230.0
471,61332,74969,6.9,69.0
886,20482,75300,6.9,115.0
3793,17592,77876,4.16,345.0
2597,53548,76786a,6.9,138.0
50188,50171,24365a,115.0,115.0
31369,42572,38044c,345.0,345.0
45569,45568,4867c,69.0,115.0
58195,58293,58420b,115.0,230.0
9595,9596,30160f,115.0,115.0
3794,21526,77877,4.16,120.0
29206,29214,33286b,115.0,115.0
22141,22143,20792f,345.0,115.0
20342,20343,37306b,115.0,115.0
58933,58863,59244b,69.0,138.0
54504,54505,58098b,46.0,46.0
12129,12165,17968b,115.0,100.0
3790,18451,77873f,4.16,115.0
63736,63734,57980c,138.0,138.0
16177,32557,8015,115.0,69.0
2074,37836,76350,6.9,115.0
8078,21565,81628,0.69,230.0
59931,59923,61249c,69.0,69.0
60359,60363,57577b,115.0,115.0
39055,39064,18933,230.0,69.0
11468,11485,2203b,230.0,138.0
3403,63085,77528,13.8,138.0
58683,58689,59685e,46.0,138.0
9728,9720,44760d,69.0,345.0
15503,17840,3600a,115.0,115.0
59976,60004,61223,0.0,0.0
31250,31249,45902a,115.0,0.0
39105,39084,3634c,115.0,115.0
22304,22305,27550,230.0,100.0
54764,54765,58282a,12.0,12.0
10376,10378,2784c,0.0,0.0
5796,30694,79653,4.16,69.0
53668,41315,50235a,100.0,100.0
44989,45007,23145a,0.0,69.0
16084,16095,22940b,115.0,115.0
54513,54511,59542b,0.0,0.0
37978,13952,28112,0.0,345.0
20640,20628,20431b,138.0,138.0
59967,59968,58347a,0.0,110.0
44849,44850,40680a,161.0,345.0
53579,53606,34951c,100.0,100.0
39227,39255,45868,115.0,115.0
27572,9468,6417a,115.0,138.0
20774,32766,30095b,138.0,138.0
43838,23811,14978a,138.0,69.0
10706,10707,23168a,69.0,69.0
27880,27889,9057b,138.0,138.0
41624,14639,41b,115.0,115.0
3743,36147,77830,4.16,115.0
43575,14441,28401,138.0,138.0
3637,16195,77733,4.16,115.0
30167,30168,6778b,115.0,161.0
36057,36138,38549,115.0,230.0
40053,19935,4757,0.0,0.0
39901,37839,38582,138.0,0.0
63706,63707,58351b,69.0,69.0
60052,60071,60086d,115.0,69.0
31912,31890,769b,115.0,100.0
4002,62918,78078a,22.0,345.0
17753,17697,24502b,69.0,69.0
51638,51616,35629e,500.0,500.0
52230,50957,13716a,0.0,0.0
365,21054,74874,22.0,230.0
31005,31032,21804b,115.0,0.0
28746,19196,22551a,138.0,138.0
32891,32892,27214b,230.0,115.0
64065,64066,55519b,0.0,0.0
28461,28383,1221f,115.0,115.0
27943,27944,948a,230.0,230.0
16283,13781,26305b,115.0,161.0
60772,60773,56503b,115.0,115.0
59267,59277,55941c,115.0,115.0
45643,18968,7547,230.0,230.0
41268,40338,20790,230.0,138.0
17874,17872,1213e,69.0,69.0
4040,49561,78113,22.0,115.0
54794,54799,58139a,138.0,115.0
12496,12502,31891c,345.0,345.0
31713,42243,46755,0.0,115.0
36464,42493,34368d,100.0,115.0
27265,27346,41791b,138.0,230.0
6830,53821,80540,4.16,138.0
58844,58847,54390d,115.0,57.0
32256,52916,25140,0.0,115.0
52193,39809,4490,115.0,0.0
54076,54070,57288,115.0,69.0
20583,12588,7674b,230.0,500.0
16492,34459,28567f,230.0,138.0
50497,50496,29223c,100.0,100.0
61940,61966,18698b,115.0,161.0
39481,19052,14793b,138.0,115.0
29316,9158,14106b,138.0,500.0
2840,16023,77004,4.16,161.0
65252,65251,53546a,115.0,115.0
9327,40169,36736a,161.0,161.0
14651,14650,10199,100.0,0.0
11783,15924,40914,115.0,69.0
36713,38853,1374a,230.0,69.0
62327,31086,224,69.0,161.0
3489,42714,77602,6.9,115.0
45388,27194,13456,161.0,138.0
22370,22374,49537c,69.0,69.0
4459,15162,78497,4.16,69.0
5185,47701,79125b,0.69,60.0
52678,52731,33716a,69.0,69.0
15799,17006,11275,115.0,115.0
10842,10766,6405a,138.0,69.0
37958,45139,2649c,115.0,115.0
7520,26140,81154,4.16,115.0
17021,17022,40686d,345.0,161.0
33803,36168,34421a,115.0,69.0
9741,9725,50102c,230.0,138.0
9734,9702,3842a,69.0,69.0
43055,43056,6013,0.0,0.0
3924,59710,78004c,6.9,115.0
12243,12242,33017b,115.0,138.0
4895,18559,78879,0.69,57.1
54392,54393,59404a,0.0,0.0
14218,52777,15489c,115.0,138.0
25095,17280,29761b,115.0,138.0
20603,20613,44184b,138.0,230.0
2013,15882,76302,6.9,230.0
3281,16349,77412,4.16,345.0
22944,22945,19848a,115.0,115.0
8887,22045,47487,138.0,138.0
2196,59001,76450,4.16,230.0
19880,19879,36861c,345.0,345.0
17653,32493,15679,115.0,115.0
34151,43566,26550e,138.0,69.0
23033,23034,16813,161.0,161.0
26700,26699,45554b,115.0,115.0
12144,12161,41403c,115.0,0.0
20543,32487,42250,69.0,69.0
35312,35271,43413,69.0,69.0
64887,64886,60004a,0.0,0.0
61879,43693,25427a,230.0,161.0
2631,34836,76817,4.16,69.0
64613,64579,58216,115.0,69.0
61409,61420,56423,115.0,69.0
39516,39556,642a,138.0,115.0
50748,14217,21356b,230.0,115.0
37383,37384,38626,69.0,69.0
22881,22884,12607c,138.0,115.0
11088,11089,12855c,69.0,115.0
51296,34583,46715,115.0,69.0
1553,56242,75914,22.0,138.0
8090,21157,81640,4.16,100.0
10411,10412,32652a,69.0,161.0
50082,50197,4849b,230.0,230.0
50834,36555,17831,161.0,0.0
22977,22976,20463c,115.0,115.0
36289,36310,44835b,115.0,115.0
59092,58970,55137e,345.0,138.0
20652,20643,20431d,69.0,115.0
13387,20486,33099a,100.0,100.0
18244,18243,27837d,69.0,69.0
28575,28555,25950b,69.0,69.0
35208,35214,10263c,345.0,115.0
52630,39814,27991,0.0,0.0
62018,61976,13831b,115.0,161.0
13302,30152,16832a,115.0,138.0
3853,55414,77933,22.0,69.0
44267,42448,813a,115.0,115.0
57950,57999,55527b,230.0,0.0
306,59292,74818,6.9,34.5
20871,20870,23688c,115.0,115.0
50156,50180,42650b,230.0,115.0
20291,20290,3050a,138.0,138.0
39816,39815,25039b,230.0,161.0
13901,34725,47304,230.0,230.0
17867,17868,17451c,69.0,69.0
1071,12185,75458,4.16,230.0
24936,24933,20677c,115.0,100.0
13563,23028,23192b,115.0,115.0
53456,53457,37411a,100.0,100.0
18796,18809,1908b,115.0,345.0
20361,20359,28859d,115.0,230.0
53459,32802,25035,100.0,69.0
15918,15919,34247,115.0,69.0
6863,48545,80570,6.9,138.0
54386,54387,59379e,0.0,0.0
16744,39401,28051,138.0,69.0
38610,38601,6022b,69.0,69.0
3742,31845,77829,6.9,230.0
38802,38792,36871,115.0,161.0
53648,41251,9312,115.0,115.0
38327,38326,35767c,161.0,115.0
38760,38761,38646d,161.0,161.0
5235,49175,79166,4.16,230.0
61974,25283,3360,38.0,38.0
64341,64347,54138,0.0,230.0
4971,63839,78948,4.16,46.0
1310,36218,75684,22.0,230.0
5752,49605,79620,0.69,138.0
59040,59042,59486,500.0,500.0
53294,16479,49418i,138.0,138.0
54817,54816,56511e,69.0,69.0
54713,54751,54582,69.0,69.0
16995,16994,14984,69.0,115.0
17490,17491,51887a,345.0,345.0
43833,23846,25201,230.0,230.0
34228,43577,27745,500.0,345.0
5037,21721,79006,4.16,69.0
7113,33433,80783,4.16,115.0
2600,15919,76789,6.9,69.0
39448,53505,34465b,500.0,230.0
18308,18357,1208e,115.0,115.0
10253,10242,22652,345.0,0.0
21836,21838,17603b,0.0,138.0
5739,16873,79609,6.9,69.0
50467,50468,23797a,69.0,69.0
31501,50885,32590b,100.0,100.0
38976,33527,19964a,230.0,115.0
50974,32801,42641b,69.0,69.0
39491,50075,12995c,345.0,100.0
15391,21798,33120b,138.0,34.5
33162,33163,45670b,115.0,115.0
34149,34150,9770c,138.0,69.0
50876,50875,40243a,230.0,138.0
28893,28894,50238,69.0,161.0
61131,61132,54635b,69.0,69.0
52108,14623,29282,115.0,69.0
27981,35962,14879a,69.0,69.0
26674,26694,12688c,115.0,345.0
38233,38218,25962a,0.0,0.0
60248,60257,56308,115.0,69.0
34353,19734,35435b,115.0,230.0
27502,31121,32121b,0.0,0.0
52008,24271,35561d,230.0,69.0
31926,31955,26698,230.0,138.0
39479,34626,48129,69.0,500.0
34282,30934,32375b,161.0,345.0
16997,16992,23510,161.0,161.0
29923,29922,23839,115.0,115.0
40395,40381,8610d,138.0,69.0
16593,16594,48382c,115.0,230.0
4531,57054,78564,4.16,138.0
42306,42259,11212a,138.0,161.0
61710,61711,55562a,115.0,115.0
60022,60024,58332b,114.0,115.0
29401,22903,20579b,230.0,115.0
23838,23839,28918a,138.0,115.0
27146,27148,10360b,0.0,115.0
38603,35731,27792b,69.0,161.0
48355,62742,74454c,60.0,230.0
15795,16994,22268,230.0,115.0
49982,50003,28805a,69.0,100.0
4166,28023,78232,22.0,138.0
10035,10044,10231,115.0,161.0
43777,43791,4186b,138.0,69.0
25380,43438,6297d,138.0,69.0
1263,53158,75637,6.9,100.0
9417,32751,6160c,138.0,138.0
4760,27217,78767,22.0,500.0
42015,53532,15733c,100.0,161.0
9278,9279,22599a,161.0,115.0
60922,60932,54488b,66.0,0.0
40567,40568,24839a,100.0,100.0
33864,42372,21438a,161.0,161.0
33919,62217,2972b,115.0,161.0
58797,58798,54357,0.0,0.0
28885,44522,12452a,69.0,69.0
61463,61569,53429b,57.0,230.0
64106,64127,55453,115.0,500.0
43044,43041,858a,230.0,230.0
38030,38029,15424b,100.0,100.0
20796,30799,21926,69.0,100.0
40256,40255,36661a,161.0,161.0
7192,37046,80855,6.9,115.0
18629,18622,9704b,100.0,115.0
41400,25403,23932,230.0,161.0
26685,26671,8035c,345.0,345.0
25011,13773,787b,69.0,230.0
53740,62363,17041,161.0,161.0
52654,52595,838f,230.0,161.0
23706,23707,48489a,230.0,230.0
25094,25065,42415a,161.0,161.0
18678,18739,49554,161.0,138.0
3316,61199,77446,4.16,230.0
64819,64804,60010b,230.0,115.0
8289,32968,81790,4.16,115.0
29865,29866,12798a,230.0,230.0
6086,46020,79912,4.16,66.0
28895,28893,13114a,161.0,69.0
42613,42583,36213a,69.0,69.0
7121,39755,80791,4.16,69.0
2988,39330,77141,4.16,115.0
41936,41906,21919a,100.0,100.0
60051,60052,60068d,115.0,115.0
64025,64067,56259a,115.0,115.0
59718,59715,54884a,69.0,69.0
50675,50715,2378c,69.0,69.0
17268,25095,31751d,138.0,115.0
238,49195,74756,6.9,230.0
51522,35861,29239b,230.0,115.0
17335,11884,26542a,115.0,115.0
34502,52537,28858b,230.0,161.0
18393,18399,42414a,100.0,100.0
33974,14153,25501,115.0,115.0
29136,17484,5812,69.0,69.0
5785,57156,79645,4.16,69.0
20032,13102,46123,138.0,230.0
32063,32021,21812e,115.0,138.0
28378,28447,21822d,115.0,69.0
53568,53574,22079a,100.0,230.0
36207,36198,41087,230.0,500.0
25715,25718,2769,115.0,69.0
25601,25599,38180a,0.0,0.0
11054,11049,19036d,115.0,345.0
33316,33314,28340b,100.0,230.0
18273,21689,35238d,115.0,115.0
62411,32126,31710b,115.0,69.0
10120,10129,4337c,115.0,115.0
21470,12598,41452a,345.0,138.0
4599,49834,78622,22.0,230.0
21972,12110,56242b,115.0,230.0
1367,61348,75738,6.9,69.0
9109,21422,44683b,115.0,115.0
53485,39456,19296d,100.0,100.0
2465,18430,76666,22.0,115.0
65195,65196,58071b,0.0,0.0
4382,60900,78426,4.16,69.0
6084,49352,79910,4.16,66.0
39222,39259,4162b,69.0,138.0
8114,29350,81663,4.16,230.0
19464,50339,19369a,138.0,138.0
31637,53356,38982,100.0,100.0
35376,35375,45396b,100.0,0.0
9939,9936,1465a,69.0,138.0
22073,22158,46279d,345.0,69.0
2503,47074,76700,6.9,66.0
40762,40763,1117,138.0,100.0
10351,10352,13000c,115.0,115.0
65152,65161,57435b,500.0,115.0
24385,33961,12260c,69.0,69.0
64980,64981,57925c,0.0,0.0
17113,31284,41172b,69.0,69.0
34335,31054,18874,161.0,230.0
13735,13736,18641b,230.0,230.0
18540,18541,19714d,115.0,115.0
10203,10220,46127d,138.0,138.0
29854,21343,49462p,230.0,138.0
59976,59966,61241,0.0,69.0
42009,51338,46690c,138.0,115.0
33531,29628,12407a,115.0,115.0
36042,36043,45238,0.0,230.0
7888,9009,81459,6.9,138.0
11026,10976,36689,115.0,69.0
15188,17464,36172b,138.0,138.0
65047,65034,57456b,0.0,115.0
3302,32617,77432a,4.16,115.0
32378,32379,41664b,345.0,345.0
19045,31551,9780,69.0,69.0
8849,11593,82241,4.16,69.0
54529,54530,58164a,345.0,345.0
41186,41174,24998,345.0,69.0
58825,58828,54283c,230.0,69.0
4969,63839,78946,4.16,46.0
2015,10862,76304,6.9,161.0
50450,50449,31993a,100.0,345.0
25538,20887,44210a,69.0,115.0
19471,19473,48463,34.5,230.0
52860,52861,27027b,161.0,161.0
25022,22202,41365d,69.0,345.0
6424,14694,80189,4.16,69.0
7672,48321,81282,0.69,70.0
44602,25394,33828a,115.0,115.0
16097,16102,31720b,100.0,69.0
37923,24843,50744,69.0,0.0
18326,18322,2923e,115.0,115.0
27054,62169,27100c,230.0,230.0
29815,29814,8707c,138.0,69.0
13898,37909,22429b,138.0,138.0
39024,39002,36938b,115.0,100.0
38762,40755,16353c,138.0,138.0
16719,53000,34050b,345.0,115.0
31356,31357,7469a,115.0,230.0
61154,61112,59117c,69.0,69.0
24227,41415,22943a,0.0,38.0
7111,29316,80781,0.69,138.0
26311,26337,44540,161.0,161.0
10841,10842,30517b,161.0,138.0
30922,17532,32001b,115.0,345.0
34705,52191,1410a,138.0,115.0
5186,48031,79126,4.16,66.0
38654,38650,21783,0.0,0.0
34250,14567,20890,69.0,69.0
31324,16935,31844,345.0,345.0
45142,45143,22090a,161.0,161.0
32398,20549,33349c,69.0,161.0
18218,38164,23091b,69.0,69.0
34856,40816,25437a,230.0,115.0
38765,36909,28405a,138.0,161.0
17900,17914,4687c,138.0,161.0
11169,11198,1281b,69.0,0.0
17477,17530,48877b,345.0,345.0
26675,26666,34918a,138.0,345.0
23896,61875,46664a,138.0,115.0
7344,18002,80990,0.69,115.0
52925,52893,7154c,115.0,500.0
45740,45796,622a,69.0,69.0
60788,60790,56499d,0.0,0.0
53929,53930,57281a,138.0,138.0
5244,49554,79175,4.16,500.0
4159,41488,78226a,22.0,100.0
20358,25484,50569f,115.0,115.0
24497,23937,21543a,115.0,115.0
40688,40687,26030,115.0,115.0
28307,28306,6245a,230.0,115.0
25645,25643,12977,115.0,115.0
30080,18039,5282c,138.0,138.0
495,44220,74992,22.0,345.0
65224,65225,58069e,0.0,0.0
5296,36351,79221,4.16,115.0
26657,26650,12656b,69.0,115.0
53556,53641,43994c,115.0,115.0
22860,22859,47335d,161.0,161.0
62502,21642,27623,69.0,69.0
51407,19748,1363c,161.0,115.0
6780,49585,80492,0.69,66.0
10924,10952,34818b,345.0,115.0
21235,21236,42523c,138.0,138.0
33559,33483,42241a,115.0,115.0
18147,35419,35621c,115.0,115.0
18537,18546,10134,138.0,230.0
52205,52204,930b,138.0,115.0
23748,62007,27981a,115.0,115.0
51224,51190,23152a,69.0,115.0
49938,49935,35377a,138.0,138.0
7293,18374,80946,4.16,230.0
11141,11178,7299,0.0,115.0
14795,12857,34968a,161.0,69.0
20462,10876,48150a,115.0,138.0
4754,40584,78762,4.16,230.0
290,59362,74803,6.9,69.0
6530,29445,80279,6.9,230.0
2226,38706,76478,6.9,115.0
42394,31281,24731a,0.0,138.0
24587,24555,39585c,69.0,138.0
27686,27700,24517j,230.0,230.0
13177,17408,15782b,500.0,138.0
4111,12023,78180,0.69,115.0
37060,37050,9685,69.0,115.0
36188,36156,4899,69.0,115.0
33910,61882,4399a,230.0,230.0
28640,33706,41543c,115.0,115.0
50117,50118,10633b,69.0,230.0
18621,18617,509h,115.0,115.0
493,10822,74990,22.0,138.0
60943,60944,54487,230.0,69.0
25212,12603,10654d,115.0,115.0
17529,17528,15350a,138.0,138.0
24058,24068,14705a,115.0,115.0
3753,45561,77840b,13.8,161.0
25681,25682,8868b,115.0,345.0
61858,19837,10068b,345.0,115.0
18809,21150,1908c,345.0,115.0
26001,26009,24233a,345.0,115.0
21989,22007,9239,69.0,138.0
41924,41938,31370a,138.0,138.0
41865,41864,26243a,230.0,230.0
59313,59334,54854,0.0,0.0
258,48325,74772,6.9,230.0
31448,32599,44795c,138.0,138.0
30424,30425,6785b,115.0,115.0
2405,22379,76614b,6.9,138.0
10347,10345,14031,500.0,115.0
7171,18420,80835,0.69,500.0
8826,54125,82220,6.9,69.0
11460,11459,11236c,115.0,120.0
15508,15509,40855a,138.0,138.0
12383,12399,26842a,115.0,115.0
27706,27707,37770i,138.0,138.0
13631,13651,13568b,138.0,69.0
20386,30276,27498b,115.0,115.0
45609,61959,47585b,69.0,69.0
33649,33636,31032d,230.0,230.0
11591,11587,49526a,115.0,115.0
16436,62100,30740c,138.0,138.0
58259,58258,56604a,69.0,69.0
49931,23849,34397c,500.0,230.0
33956,33957,38244,0.0,115.0
43833,23846,6796a,230.0,230.0
13091,13089,29631b,345.0,115.0
29966,29960,26293c,115.0,115.0
38375,52866,22665b,115.0,115.0
276,48168,74789b,6.9,115.0
54382,54383,59415e,0.0,46.0
50074,50034,18894a,230.0,230.0
16574,31209,12428b,120.0,120.0
29853,21360,570l,115.0,230.0
15906,15905,23347,69.0,69.0
6040,38806,79870,6.9,69.0
16407,16408,17814a,115.0,115.0
7421,59081,81064,4.16,345.0
49967,49991,30715d,230.0,138.0
5598,46175,79478,0.69,60.0
61617,61637,56610a,0.0,115.0
36373,36342,9343b,138.0,161.0
54524,54523,58086c,46.0,46.0
17271,21871,4608b,115.0,115.0
5850,40415,79701a,6.9,345.0
191,46461,74711a,6.9,115.0
64891,64893,57484b,115.0,115.0
21213,18039,25796i,138.0,138.0
37246,37245,36557b,138.0,69.0
62005,23762,2935a,161.0,161.0
54642,54644,59355a,0.0,0.0
61697,61696,59609,115.0,115.0
21793,21794,36278b,0.0,0.0
21127,21087,46700a,69.0,138.0
22728,14729,29523a,115.0,345.0
40372,40391,37743a,345.0,345.0
2701,63352,76880,13.8,138.0
30758,30721,25728,138.0,100.0
2339,53120,76560a,6.9,115.0
19917,44117,18276c,138.0,138.0
38155,38153,9731,115.0,230.0
1974,64633,76265,6.9,115.0
29914,29915,28523a,115.0,115.0
28673,28672,39627c,115.0,115.0
53415,32804,38931,230.0,69.0
51597,51578,50715a,115.0,115.0
60823,60824,54611b,69.0,69.0
61584,61585,54563c,69.0,69.0
65400,65418,56752c,138.0,69.0
20683,30321,29492,138.0,138.0
30447,13646,30798c,115.0,138.0
61109,61053,54634c,115.0,69.0
39134,39152,51938d,230.0,230.0
61240,61241,56421a,69.0,69.0
33572,33571,47218b,230.0,230.0
14146,34549,45105a,138.0,138.0
14124,14123,17724a,115.0,345.0
60997,60998,59624c,115.0,115.0
19631,19632,39722b,115.0,69.0
773,28375,75203b,6.9,69.0
38227,38212,50211b,115.0,345.0
20343,20344,21844c,115.0,115.0
10239,10254,43205,69.0,115.0
50010,50059,35373a,115.0,115.0
54549,54667,56446f,138.0,230.0
52292,27226,27972a,115.0,115.0
19830,44465,41550,115.0,115.0
40064,35286,37638,69.0,69.0
59554,59553,54871b,115.0,115.0
54144,54138,59509g,230.0,345.0
28264,28263,116b,69.0,69.0
38669,38721,43925c,345.0,115.0
2938,11877,77096,6.9,345.0
9202,9201,24290,115.0,115.0
24225,13983,17189b,115.0,115.0
24081,34315,14060a,230.0,230.0
45740,45796,47297a,69.0,69.0
16085,20459,29961c,69.0,115.0
10419,10420,24017b,138.0,138.0
27050,27052,27100g,69.0,115.0
62607,36512,23098a,115.0,138.0
9295,34926,21222b,100.0,115.0
9803,36098,2,69.0,69.0
4241,20697,78300,0.69,69.0
470,61017,74968,6.9,69.0
64188,64061,55660,69.0,138.0
8656,18678,82072,6.9,161.0
33611,33644,2851a,69.0,138.0
64893,64894,57483a,115.0,115.0
7986,38279,81545,4.16,345.0
16896,32386,29703d,69.0,138.0
40503,40487,7778c,69.0,69.0
6930,28303,80629,0.69,230.0
4243,47921,78302,6.9,230.0
21087,21683,17709c,138.0,100.0
45334,33883,3442b,230.0,230.0
61931,61932,37103d,161.0,161.0
3773,28290,77859,4.16,230.0
5790,46152,79649,13.8,230.0
10887,10888,12903,115.0,69.0
18322,18321,3472b,115.0,115.0
19062,34447,45677c,230.0,230.0
53966,53997,54719,69.0,46.0
45815,45816,44901,69.0,0.0
44265,42507,21360b,69.0,161.0
59149,59148,54831a,345.0,345.0
26171,26170,42841d,161.0,69.0
15277,15286,46398d,100.0,230.0
10973,10978,19674b,115.0,115.0
37411,19075,4881b,161.0,115.0
29329,29328,30350,161.0,230.0
542,32368,75026,22.0,115.0
50919,42208,50794f,230.0,138.0
58918,58919,54769,115.0,69.0
21100,25585,36230e,138.0,115.0
4933,18494,78913,6.9,115.0
28175,28176,11966,115.0,69.0
53915,53929,57280b,138.0,138.0
65576,65599,55064,161.0,46.0
17865,24948,265c,69.0,115.0
61794,61773,29275,69.0,230.0
9585,9584,34211e,115.0,115.0
29473,29474,19498b,69.0,115.0
18509,18511,5711b,0.0,115.0
51729,51730,41465b,115.0,115.0
37185,37186,30047,161.0,161.0
4388,12037,78431b,4.16,69.0
58075,58078,54656b,230.0,69.0
44957,44962,19634b,500.0,115.0
31347,53544,1924a,138.0,161.0
43441,25380,6297c,115.0,138.0
17740,27493,8255b,161.0,161.0
21725,12312,8591d,69.0,69.0
22328,22359,23363d,69.0,69.0
9742,9703,34818f,345.0,230.0
31013,31026,19809a,115.0,115.0
14723,20193,22479a,115.0,161.0
7380,14975,81024c,4.16,115.0
23920,23921,11526,115.0,0.0
7390,39349,81034,4.16,230.0
34166,43554,38785b,115.0,115.0
62516,62453,28114c,138.0,138.0
31464,31467,6317c,115.0,100.0
40940,41622,28947,69.0,230.0
43570,14166,30404b,69.0,69.0
16959,53118,1329,115.0,100.0
59454,59458,54969c,345.0,345.0
32368,32370,23553b,115.0,69.0
52336,31845,49680a,115.0,230.0
5338,47635,79255,0.69,66.0
58377,58360,54550,69.0,69.0
52026,52025,41869b,138.0,138.0
61920,39700,38493a,230.0,0.0
1455,34445,75822,6.9,138.0
36000,44883,37547a,34.5,34.5
27827,27799,12011b,138.0,138.0
7887,48192,81458,4.16,161.0
16126,45055,28320c,138.0,138.0
34178,34160,11498b,100.0,69.0
45314,42473,38807a,500.0,500.0
17742,27457,34733a,230.0,115.0
50300,50301,1268b,161.0,345.0
43523,43534,10875c,69.0,115.0
6097,48395,79922,0.69,115.0
31754,31755,44502a,115.0,115.0
1101,26327,75477,6.9,69.0
19890,19889,7991a,138.0,138.0
4707,63130,78718,13.8,230.0
19248,39840,14267,230.0,115.0
26010,25996,43345a,115.0,0.0
29842,30899,50469a,115.0,161.0
43137,43079,3038a,345.0,69.0
16974,21989,18053a,138.0,69.0
37561,37562,48552,161.0,345.0
53772,53775,41332a,345.0,115.0
54561,54560,56446d,69.0,69.0
63696,63704,59295,138.0,138.0
37259,37267,42364c,115.0,0.0
5881,41760,79730,4.16,138.0
14356,14338,27013,115.0,115.0
34109,44931,44721,69.0,115.0
31348,31350,17357c,138.0,161.0
52456,52457,41115d,100.0,100.0
61584,61585,56216c,69.0,69.0
38162,18223,23718c,115.0,69.0
16759,53113,34267,69.0,69.0
18405,18384,28091b,115.0,345.0
28838,32876,1686a,230.0,138.0
37702,37700,1548b,69.0,69.0
54565,54567,56464a,230.0,69.0
36414,19713,1658b,138.0,0.0
10414,10416,9820b,161.0,161.0
21012,21002,2881a,115.0,115.0
12598,25212,41452b,138.0,115.0
16358,16343,8295d,138.0,345.0
32,12232,74585,13.8,230.0
64919,64920,57870c,0.0,0.0
44110,15773,31156a,115.0,161.0
7507,50224,81142,0.69,100.0
43417,43399,48449b,138.0,138.0
42446,42445,25080d,138.0,138.0
53642,51047,41272b,100.0,138.0
64713,64693,57916b,0.0,0.0
24411,34174,39867,230.0,69.0
43196,38752,14253a,69.0,138.0
58472,58490,55507,115.0,0.0
13593,13594,12474,138.0,138.0
32008,62434,24518a,69.0,69.0
64994,64995,57473f,230.0,230.0
30528,30533,2070,138.0,138.0
1080,15412,75466,6.9,115.0
10590,10591,13522,230.0,0.0
38401,44794,46001,138.0,138.0
28094,28095,33159a,138.0,138.0
1110,16381,75486,6.9,115.0
53252,42747,21425j,69.0,138.0
59688,59687,59520a,0.0,0.0
38256,38257,8814d,138.0,161.0
20284,20283,15136b,138.0,138.0
64155,64215,56252b,69.0,115.0
4208,41985,78271,22.0,230.0
24431,24429,24895b,230.0,69.0
50458,50268,16063,100.0,115.0
37176,37174,19441b,115.0,161.0
38227,38212,51991b,115.0,345.0
26171,26157,23153b,161.0,230.0
33682,33238,28674b,69.0,69.0
33694,33714,47101,69.0,115.0
58259,58258,56605c,69.0,69.0
3521,21392,77630,6.9,138.0
63730,63731,59317c,69.0,69.0
26127,26128,33567b,345.0,345.0
9727,9720,4736b,69.0,345.0
1849,44189,76172,22.0,345.0
14166,43582,43025,69.0,0.0
21324,21329,51893a,69.0,69.0
43598,24438,25992c,100.0,230.0
27040,27039,6295a,230.0,230.0
19848,19849,33367a,230.0,115.0
29918,29919,7262c,0.0,115.0
63996,64015,54425b,115.0,115.0
44004,44006,47631,69.0,100.0
33635,33588,3487a,230.0,69.0
16359,16358,49612a,345.0,138.0
658,35280,75106,6.9,115.0
65615,65594,59204b,69.0,69.0
2702,49508,76881,4.16,230.0
53928,53929,57275c,138.0,138.0
63706,63707,58348a,69.0,69.0
5433,58842,79333,4.16,46.0
7277,29248,80931,4.16,115.0
4630,22879,78652,4.16,138.0
10220,10202,8327b,138.0,138.0
33401,33402,44697a,69.0,115.0
33282,33142,40456,69.0,115.0
8386,48963,81854c,4.16,60.0
5009,14942,78980,4.16,69.0
